basicName,subTitleName,rating,openDate,openTime,address,price,label,review,url,img,monOpen,monClose,tuesOpen,tuesClose,wedOpen,wedClose,thursOpen,thursClose,friOpen,friClose,satOpen,satClose,sunOpen,sunClose,recommend
823 Artillery Battle Memorial Park,八二三砲戰紀念公園,,['Open daily'],['Open all day'],"Beian Rd, Zhongshan District, Taipei City, Taiwan 10491",0.0,,,https://www.trip.com/travel-guide/attraction/taipei/823-artillery-battle-memorial-park-124907565?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0100d12000bjelp63F4DF_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Yangmingshan Flower Clock,陽明山花鐘, 5,['Open daily'],['Open all day'],"112, Taiwan, Taipei City, Beitou District, Section 2, Hushan Rd, 陽明山國家公園",0.0,,"During the flower season, tourists to Yangmingshan National Park must come to check in. There is also Xinhai Fuxing Building to overlook the entire Taipei City.",https://www.trip.com/travel-guide/attraction/taipei/yangmingshan-flower-clock-137152295?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Reqiliu Feixingsan Club,熱氣流飛行傘俱樂部, 5,,,"20745, Taiwan, New Taipei City, Wanli District",0.0,,"(Business hours are inaccurate) It is really a project worth experiencing. The air quality here is very good and the air is very high. So the feeling of enjoying the scenery from high is really different, a particularly good trip.",https://www.trip.com/travel-guide/attraction/new-taipei-city/reqiliu-feixingsan-club-81487652?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103t120009w57nob29E8_C_180_240_Q70.webp?proc=source%2ftrip,,,,,,,,,,,,,,,2.5
Tea Hill Trail,茶山步道, 4.8,['Open daily'],['Open all day'],"253, Taiwan, New Taipei City, Shimen District, Unnamed Road",0.0,,"The Chashan Trail is a very, very beautiful trail. The scenery along the way is very good. Climbing to the heights has a wide view. You can see a lot of landmarks, and there are many ancient villages along the way.",https://www.trip.com/travel-guide/attraction/new-taipei-city/tea-hill-trail-13467082?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0101m120008el6s153FD6_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0
i-Ride TAIPEI,台北 i-Ride TAIPEI 飛行劇院, 5,"['Monday-Wednesday,Sunday', 'Thursday-Saturday']","['11:30-21:00 (Tickets available until:20:30)', '11:30-21:30 (Tickets available until:21:00)']","6F., No.17, Songzhi Rd., Xinyi Dist., Taipei, Taiwan 11047",599.0999999999999,,"Very good flying theatre, let people experience",https://www.trip.com/travel-guide/attraction/taipei/i-ride-taipei-143198258?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1lo3212000e1k2py08C10_C_180_240_Q70.webp?proc=source%2ftrip,690.0,1260.0,690.0,1260.0,690.0,1260.0,690.0,1290.0,690.0,1290.0,690.0,1290.0,690.0,1260.0,
Fulung Beach,福隆海水浴場, 4.7,['Open daily'],['08:00-17:30'],"No.40, Fulong St., Gongliao Dist Fulong Vil., Gongliao Dist., Gongliao, New Taipei 22841 Taiwan",197.10000000000002,,"In the beach of a golden sand beach in the northeast corner of Taiwan, the sand is delicate and sticky, suitable for sand sculpture creation. The annual sand sculpture art season is a big event in the local area. The sea is clear and the waves are moderate, and it is also a good place to develop surfing.",https://www.trip.com/travel-guide/attraction/new-taipei-city/fulung-beach-13382813?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1lo5612000e90549kA3BC_C_180_240_Q70.webp?proc=source%2ftrip,480.0,1050.0,480.0,1050.0,480.0,1050.0,480.0,1050.0,480.0,1050.0,480.0,1050.0,480.0,1050.0,10.0
Pushin-Ranch,埔心牧場, 4.6,"['Monday,Wednesday-Sunday']",['9:00-17:00'],"No.119, Gaoshanding, Yangmei City, Taoyuan County, Taiwan",234.60000000000002,,"Because I often drink full-flavored dairy products on the mainland, I am a little curious to see what it looks like. First of all, the farm area is very large. Of course, there are green everywhere, large green grass and plants, only a little milk is seen, but the natural scenery is good, very casual, There are still a lot of people",https://www.trip.com/travel-guide/attraction/taoyuan/pushin-ranch-18043092?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6c12000958pw2uA89F_C_180_240_Q70.webp?proc=source%2ftrip,540.0,1020.0,0.0,0.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,1.5
Wulai Cable Car,烏來空中纜車, 4.4,['Open daily'],['09:30-17:00'],"No. 1-1, Waterfall Road, Wulai District, New Taipei City, Taiwan",0.0,,"Everyone, please see, today (2022/8/19) starts to the end of the month, the cable car discount 3.3, take the cable car to the opposite Yunxian Paradise to explore a lot of ecology.",https://www.trip.com/travel-guide/attraction/new-taipei-city/wulai-cable-car-24653530?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105y12000a4srg83EE99_C_180_240_Q70.webp?proc=source%2ftrip,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,
Chaojing Park,潮境公園, 4.7,['Open daily'],['Open all day'],"No. 61, Lane 369, Beining Rd., Zhongzheng Dist., Keelung",0.0,,"""Tide"" refers to the mixed area of cold and warm currents, especially the mix of black tide and tidal sea in the western Pacific Ocean. This area is where plankton is born, which can attract migratory fish to gather and become a fishing ground, that is, where fish groups are easier to gather. In summer, the nearby sea white-belt fish, The soft silk ""big bite"" always attracts many fishermen. The Chaojing Park Park was originally a garbage collection site. Later, after planning and rebuilt by the preparatory office of the Ocean Science and Technology Museum, it became the best place to see the sea and enjoy the scenery. The park is named ""chaojing"" because it is located next to the fishing port and fishing village. I hope that this name is the place with a source of endless reserves and harvests.",https://www.trip.com/travel-guide/attraction/keelung/chaojing-park-13505958?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103o120008ikmmbkE581_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0
Shihmen Dam,石門水壩, 4.8,['Open daily'],['08:00-17:00'],"No. 68, Section 1, Huanhu Road, Fuxing District, Daxi District, Taoyuan City",0.0,,"Basically, it is the most famous dam in Taiwan's north of Taoyuan. It seems to be an infrastructure built in Taiwan's top ten. The scenery here is really good, and you can also take a cruise. At noon, remember to eat the most famous live fish in Shimen Reservoir. And there are several ways to eat a live fish, which is very special, it is worth trying",https://www.trip.com/travel-guide/attraction/taoyuan/shihmen-dam-35809505?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100m0x000000lf0ys3675_C_180_240_Q70.webp?proc=source%2ftrip,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,1.0
Zhongping Road Story House,中平路故事館, 4.8,['Tuesday-Sunday'],['10:00-17:00'],"No. 99, Fuxing Rd, Zhongli District, Taoyuan City, Taiwan 320",0.0,,"Yujingxuan - Built in 1941, formerly the official house of the Yujunkan Office built by the ""China Baojia Federation"", has been inhabited by the Taiwanese police family since the Japanese period, and witnessed the events in China after the war. Taoyuan Municipal Government Cultural Bureau was registered as a historical building in 2012. Part 2",https://www.trip.com/travel-guide/attraction/taoyuan/zhongping-road-story-house-39862911?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6h12000947mlgpE929_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,1.5
Luodong Night Market,羅東夜市, 4.4,,,Yilan County,0.0,,"(Business hours are inaccurate) Located in the scenic Luodong Town area, Luodong Night Market Putian B&B overlooks Yilan County, is a great choice for sightseeing, family fun and dining. Here, travelers can easily go to major tourist, shopping and dining locations in the city. The hotel is conveniently located to get to popular attractions in the city. ",https://www.trip.com/travel-guide/attraction/yilan/luodong-night-market-23486744?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100v0l000000d3t2o10DA_C_180_240_Q70.webp?proc=source%2ftrip,,,,,,,,,,,,,,,3.5
Nishi Honganji Bell Tower,西本願寺鐘樓,,['Open daily'],['Open all day'],"No. 174號, Section 1, Zhonghua Rd, Wanhua District, Taipei City, Taiwan 108",0.0,,,https://www.trip.com/travel-guide/attraction/taipei/nishi-honganji-bell-tower-138207675?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104k12000ckp73079721_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
總統副總統文物館 (Presidential and Vice Presidential Artifacts Museum),總統副總統文物展,,['Monday-Friday'],['9:30-16:30'],"No. 2, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0.0,,,https://www.trip.com/travel-guide/attraction/taipei/city-142421303?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104s12000cf2s1b309C8_C_180_240_Q70.webp?proc=source%2ftrip,570.0,990.0,570.0,990.0,570.0,990.0,570.0,990.0,570.0,990.0,0.0,0.0,0.0,0.0,
Shawa Canyoning,沙蛙溯溪, 3,,,"Neihu, Taipei China",0.0,,(Business hours are inaccurate) Super fun,https://www.trip.com/travel-guide/attraction/taipei/shawa-canyoning-131209394?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww4s120009c9p3do786E_C_180_240_Q70.webp?proc=source%2ftrip,,,,,,,,,,,,,,,
Bangka Qingshan Temple,艋舺青山宮, 4.4,['Open daily'],['6:00-21:00'],"No. 218, Section 2, Guiyang St, Wanhua District, Taipei City, Taiwan 108",0.0,,"Qingshan Palace - Located in Wanhua District, Taipei City, it is a folk religious temple built in 1856, the main temple of Qingshan Ling An Zun Wang, now listed as a monument in the city. Since the Qing Dynasty, the temple has been one of the Wang Ye Faith Center of the Sanyu Hui'an people in Quanzhou, Shanghai. Every time the Qingshan Ling'an Zun Wang Shou birthday, there is a solemn sacrifice. The day is the most grand of the mid-year conventions in Wanhua District, commonly known as ""Dabai"". One of the three temple fairs in Taipei. Part 2",https://www.trip.com/travel-guide/attraction/taipei/bangka-qingshan-temple-13426251?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104v120008e775b65552_C_180_240_Q70.webp?proc=source%2ftrip,360.0,1260.0,360.0,1260.0,360.0,1260.0,360.0,1260.0,360.0,1260.0,360.0,1260.0,360.0,1260.0,2.0
Bai Shih Lake Bridge,白石湖吊橋, 4.3,['Open daily'],['Open all day'],"No. 24, Bishan Rd., Neihu Dist, Taipei, Taiwan",0.0,,"Taking pictures on rainy days is unexpectedly awkward, but you have to be careful to slip and wear a little more, because the mountain is quite cold",https://www.trip.com/travel-guide/attraction/taipei/bai-shih-lake-bridge-22846538?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100b0v000000jrrpu023A_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Mengchia Qingshui Temple,艋舺清水岩, 4.4,['Open daily'],['05:30-21:30'],"No. 81, Kangding Rd, Wanhua District, Taipei City, Taiwan 108",0.0,,"Since seeing the film, I have been longing for the old streets of Taipei. Wanhua District in Taipei belongs to the old urban areas of Taipei. Many buildings are old and newly built.",https://www.trip.com/travel-guide/attraction/taipei/mengchia-qingshui-temple-13384477?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103z120009hfalw72FD8_C_180_240_Q70.webp?proc=source%2ftrip,330.0,1290.0,330.0,1290.0,330.0,1290.0,330.0,1290.0,330.0,1290.0,330.0,1290.0,330.0,1290.0,2.0
Kangrizhanzheng Shengli Ji Taiwan Guangfu Monument,台灣光復紀念碑, 4,['Open daily'],['Open all day'],"100, Taiwan, Taipei City, Zhongzheng District",0.0,,"Victory of the Anti-Japanese War - Taiwan's Guangfu Monument is erected in the square outside Zhongshan Hall, which is a large stone monument, quite commemorative, and many people have taken pictures in front of the monument in the past.",https://www.trip.com/travel-guide/attraction/taipei/kangrizhanzheng-shengli-ji-taiwan-guangfu-monument-39942688?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103s12000d9efigw51F3_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Jiantan Historical Temple,佛光山劍潭古寺, 5,['Open daily'],['8:30-17:30'],10491台灣台北市中山區北安路805巷6號,0.0,,"Jiantan Ancient Temple - also known as Jiantan Temple and Guanyin Temple, is a Buddhist temple located in Bei'anli, Zhongshan District, Taipei City. It is located in Jiantan. It has been moved to Dazhi due to the expansion of Taiwan's Shen Palace. It is now listed as a historical building.",https://www.trip.com/travel-guide/attraction/taipei/jiantan-historical-temple-130150658?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103z2224nzaq6jswEC18_C_180_240_Q70.webp?proc=source%2ftrip,510.0,1050.0,510.0,1050.0,510.0,1050.0,510.0,1050.0,510.0,1050.0,510.0,1050.0,510.0,1050.0,2.5
National Taiwan Arts Education Center,國立臺灣藝術教育館, 5,['Tuesday-Sunday'],['9:00-17:00'],100台灣台北市中正區南海路47號,0.0,,"Taiwan Art Education Museum - Located in the Nanhai Academy Park with natural and humanistic characteristics, the museum is a 1950s building, for the postwar Chinese classical style new architectural style, including the Nanhai Theatre, Nanhai Academy 2 buildings, and the surrounding area is South China Sea outdoor art gallery, Nanhai Art Square, Handling and promoting the research, promotion and tutoring of art education in schools is an important garden for art publishing, learning and cultivating creative talents.",https://www.trip.com/travel-guide/attraction/taipei/national-taiwan-arts-education-center-121152101?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1me3r2215fk9c8wcg00DA_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,
Xiaoyoukeng Recreation Area,小油坑遊憩區,,['Tuesday-Sunday'],['9:00-16:30'],"112, Taiwan, Taipei City, Beitou District, 竹子湖69號",0.0,,,https://www.trip.com/travel-guide/attraction/taipei/xiaoyoukeng-recreation-area-137017612?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,
Shu Hong Baseball Field,重新棒球場, 4.3,,,"Inside the Double Flooding Road Sports Park in Mie District, New Taipei City",0.0,,"(Business hours are inaccurate) The baseball field is very large, there is a stadium next to it, it is a good place for sports, and every afternoon, there will be night markets, not only eating and playing, but also the sanitary environment, it is worth everyone to see and play.",https://www.trip.com/travel-guide/attraction/new-taipei-city/shu-hong-baseball-field-23033774?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6r1200094anqomF632_C_180_240_Q70.webp?proc=source%2ftrip,,,,,,,,,,,,,,,
Airport Alley,飛機巷, 5,['Open daily'],['Open all day'],"No.180, Binjiang St., Zhongshan Dist., Zhongshan District, Taipei 10491 Taiwan",0.0,,The only plane spotting in Taipei with close distance to the runway. You can hear the noise from plane’s engine and the wind will be strong when the planes approach the runway. Really worth going!,https://www.trip.com/travel-guide/attraction/taipei/airport-alley-48781168?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M0B/FC/25/CghzflW7IAqAWRxpAAA0-32cDKY598_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Erchong Floodway Cycling Route,大台北都會公園（二重疏洪道河濱公園）, 4.9,['Open daily'],['Open all day'],"Erchong Floodway, Sanchong Dist, Sanchong, New Taipei 241 Taiwan",0.0,,"Walking on the riverbank in the evening - Today is the Breeze Square section of the double flood dredging road, in addition to seeing the practice of the canoeists, you can also enjoy the sunset of Guanyin Mountain up close.",https://www.trip.com/travel-guide/attraction/new-taipei-city/erchong-floodway-cycling-route-58355660?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01A2a22344rcgrt5t0C1F_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Dadaocheng Theater,大稻埕戲苑, 4.7,['Tuesday-Sunday'],['09:00-21:00'],"103, Taiwan, Taipei City, Datong District, Section 1, Dihua St, 8.9th Floor, No. 21",0.0,,"Daidaoyu Cisheng Palace - commonly known as Daidaoyu Mazu Palace, worship the Virgin Mary of the heavens, that is commonly known as Mazu or Tianhou, is the patron saint of navigation, and the main palace of the law, Xiahai City God Temple is known as the three temples of Daidaoyu. In Tongzhi five years (1866 AD), Cisheng Palace was originally built at the junction of Xining North Road and Minsheng West Road today. In front of the temple is the trade dock, which can be expected to flow from south to north on the banks of the Vale, and Guanyin Mountain in Bali is in front of the right of Cisheng Palace. In 1910, the Japanese government implemented urban corrections and demolished the temples. The local Tongan people raised funds to move to the current site of Yanping North Road, and used the original beams and pillars to rebuild the temple. The reconstruction was completed in 1914 and the original appearance remains to this day.",https://www.trip.com/travel-guide/attraction/taipei/dadaocheng-theater-81508250?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100whk1153i3r2e9sB9F9_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,540.0,1260.0,540.0,1260.0,540.0,1260.0,540.0,1260.0,540.0,1260.0,540.0,1260.0,3.5
cao shan xiao zhen,草山小鎮, 5,['Open daily'],['10:00-21:00'],111台北市士林區國泰街凱旋路,0.0,,"Caoshan Town - Western-style community building, time back to the 1950s, the US military in Yangmingshan Mountain and Tianmu two construction of US military dormitories, the appearance of the American hometown to Yangming Mountain, to create the southern rural style of the United States, and combine Taiwan in the red brick, house tile, Ceramic bricks and fir building materials, giving the dormitory group both American and mixed residential styles. part 3",https://www.trip.com/travel-guide/attraction/taipei/city-136312034?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1mh602234b9iz60wwA049_C_180_240_Q70.webp?proc=source%2ftrip,600.0,1260.0,600.0,1260.0,600.0,1260.0,600.0,1260.0,600.0,1260.0,600.0,1260.0,600.0,1260.0,
Sulfur Valley Recreation Area,硫磺谷遊憩區,,['Open daily'],['Open all day'],"No. 200, Quanyuan Rd., Taipei 112, Taiwan",0.0,,,https://www.trip.com/travel-guide/attraction/taipei/sulfur-valley-recreation-area-58312754?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww5j12000959kat9EA17_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Guan Yin Shan Trail,, 4.4,,,"Lingyun Rd., Wugu Dist, New Taipei",0.0,,"(Business hours are inaccurate) Hiking trails are flat, suitable for men and women, beautiful scenery along the way, fresh air, refreshing, refreshing",https://www.trip.com/travel-guide/attraction/new-taipei-city/guan-yin-shan-trail-70367404?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww2w12000951vj8m0ED1_C_180_240_Q70.webp?proc=source%2ftrip,,,,,,,,,,,,,,,10.0
Zhongzheng Park,中正公園, 4.5,['Open daily'],['Open all day'],"Shoushan Rd., Xinyi Dist., Keelung City 201",0.0,,"The park is located on the hillside of Keelung Port. It is built on the hillside and has a variety of vegetation. It is the best place for citizens to relax on weekdays. The main entrance of Chung Chung Park is located on Xin'er Road, which can be picked up or walked up by the slope on the side. The park itself is divided into three floors. The first floor has pavilions, chess centers and sports and leisure facilities, which attract a large number of people to visit here. The second floor is the location of the ""Main Temple"". The annual festival of Keelung Zhongyuan Pudu is held here, and the crowds are crowded and the scene is very spectacular. At the highest point of the park, there is a white Guanyin Buddha statue. The Guanyin statue is divided into five floors and can be climbed to the panoramic view of Keelung. It is the most representative landmark of Keelung City. On both sides of the Buddha statue, there are two huge golden lions sitting in the town, very peaceful and solemn. And around the Buddha statues also erected 18 statues of Luohan, each expression and movement are different, very vivid, quite interesting.",https://www.trip.com/travel-guide/attraction/keelung/zhongzheng-park-87604?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106u12000a2p98fqE729_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,1.0
Tamsui Former Japanese Police Officer Dormitory,淡水日本警官宿舍, 5,"['Monday-Friday', 'Saturday-Sunday']","['9:30-17:00', '9:30-18:00']","No. 5, Lane 12, Zhongzheng Road, Tamsui District, New Taipei City, Taiwan 251",0.0,,"Freshwater Japan's high-end police officer dormitory, created during the Japanese rule period, was the first dormitory of the police officer of the freshwater county service office. Since it was the only high-end police officer dormitory in Xinbei City at that time, there were quite a lot of luxury elements in this old Japanese-style house. Like the Japanese-style building is common to the edge side for leisure and viewing, it is much larger than the general, in addition to the edge side, the building has an appendix shape of the limp air window, not only can guide the rainwater flow, combined with the Western-style upper and lower hanging windows, forming a unique style. In addition, the exclusive bomb shelter in the back mountain of the dormitory is also worth a look.",https://www.trip.com/travel-guide/attraction/new-taipei-city/tamsui-former-japanese-police-officer-dormitory-79262121?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102f12000dovn2dzFD10_C_180_240_Q70.webp?proc=source%2ftrip,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1080.0,570.0,1080.0,
Yun Hsien Resort,雲仙樂園, 3,,,"No. 1-1, Pubu Rd, Wulai District, New Taipei City, Taiwan 233",338.09999999999997,,(Business hours are inaccurate) It’s as beautiful as walking into a fairyland. ～ It’s the only amusement park in Taiwan that needs to be reached by cable car. It’s really possible to come.,https://www.trip.com/travel-guide/attraction/new-taipei-city/yun-hsien-resort-143198345?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104412000dzw5acy209D_C_180_240_Q70.webp?proc=source%2ftrip,,,,,,,,,,,,,,,
Waiao Beach,外澳沙灘, 4.7,['Open daily'],['Open all day'],"Section 2, Binhai Road, Toucheng Town, Yilan County, Taiwan",0.0,,"Wai'ao beach in Ilan is not very attractive and often appears in the famous strategy, but it seems that a lot of local people will come to play with water, as if it is a beach in the back garden.",https://www.trip.com/travel-guide/attraction/yilan/waiao-beach-22865289?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100w0l000000cycqkECFE_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.5
Lavender Forest Jianshi Store,薰衣草森林（尖石店）, 4.8,"['Monday-Friday', 'Saturday-Sunday']","['10:30-18:30', '10:00-18:30']",新竹縣尖石鄉嘉樂村嘉樂129號1樓,176.4,,"Taking advantage of the weekday vacation, I came to Hsinchu's spire lavender forest to set foot. This is really a very leisurely place. You can enjoy the flowers and see the scenery. Although there are still many people who come on weekdays, it is really good to come here. I also saw someone bring several sets of clothes here to take a photo collection, so exaggerated. I haven't seen lavender for a long time~ Of course, I have to taste the good taste of lavender when I come here. The lavender here really didn't disappoint me.",https://www.trip.com/travel-guide/attraction/hsinchu-county/lavender-forest-jianshi-store-140618381?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102212000bktf22b27AA_C_180_240_Q70.webp?proc=source%2ftrip,630.0,1110.0,630.0,1110.0,630.0,1110.0,630.0,1110.0,630.0,1110.0,600.0,1110.0,600.0,1110.0,
Taoyuan Sake Brewery,桃园观光酒厂,,['Open daily'],['09:00-17:00'],"No.55, Wenhua 1st Rd, Guishan Dist,Taoyuan City 333,Taoyuan,Taiwan",0.0,,,https://www.trip.com/travel-guide/attraction/taoyuan/city-148531689?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738_C_180_240_Q70.webp?proc=source%2ftrip,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,
Erziping Trail,台灣新北市二子坪步道, 4.7,['Open daily'],['Open all day'],"Sanzhi Dist, New Taipei, Taiwan",0.0,,"Erziping Trail has always been known as ""Five-star Trail"" and is one of the most well-equipped trails in Yangmingshan National Park. Even baby cars and wheelchairs can be easily pushed onto the road. It is the most recommended path for parents and children to climb mountains.",https://www.trip.com/travel-guide/attraction/new-taipei-city/erziping-trail-23033747?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100h12000000t8vh4CF9E_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Tamsui Zhongzheng Market,淡水中正美食廣場, 4.5,"['Saturday-Sunday', 'Monday-Wednesday,Friday']","['11:00-21:00', '11:00-20:30']","No.115, Zhongzheng Road, New Taipei 251, Taiwan",0.0,,"The entrance of Zhongzheng Food Court in Xinbei City Danshui District re-draws the image of the eye-catching freshwater on the ground ""bow boat"". The interior is based on the concept of ""multiple friendly"", and the friendly space, breastfeeding room and multi-language pointers and menus are added, creating a modern international market.",https://www.trip.com/travel-guide/attraction/new-taipei-city/tamsui-zhongzheng-market-50527005?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105g224x8tvgutzuFF85_C_180_240_Q70.webp?proc=source%2ftrip,660.0,1230.0,660.0,1230.0,660.0,1230.0,0.0,0.0,660.0,1230.0,660.0,1260.0,660.0,1260.0,
zhong xin xin cun,中心新村, 5,['Open daily'],['Open all day'],112台湾台北市北投區新民路22巷9號,0.0,,"Central New Village - Located in Linquanli, Beitou, is the village of Beitou Branch of the Third Army General Hospital (Beitou Hospital), formerly the Beitou Rehabilitation Center of the Japanese Army Taipei Weiyu Hospital, which accommodated a large number of Japanese wounded soldiers who were evacuated by Xinbeitou Station during the Japanese-Russian War. After World War II, the police headquarters received Beitou Hospital, and used the premises handed over by the Japanese army as a national army dormitory, building organic expansion according to the terrain, and the military medical village with a hot spring public bathhouse. part 2",https://www.trip.com/travel-guide/attraction/taipei/city-144838272?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102k12000dowm3iaB12E_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Houtong Pit Mining Leisure Park,猴硐礦坑休閒園區, 5,['Open daily'],['9:00-18:00'],"No. 158號, Houdong Rd, Ruifang District, New Taipei City, Taiwan 224",0.0,,"Come here to touch a lot of wild kittens, and the history of coal mines can also be understood! It is a place of human knowledge!",https://www.trip.com/travel-guide/attraction/new-taipei-city/houtong-pit-mining-leisure-park-138661737?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/010212224x57jh5pt9898_C_180_240_Q70.webp?proc=source%2ftrip,540.0,1080.0,540.0,1080.0,540.0,1080.0,540.0,1080.0,540.0,1080.0,540.0,1080.0,540.0,1080.0,
