basicName,subTitleName,rating,openDate,openTime,closeDate,closeTime,recommendStayTime,address,price,label,review,url,img
Shinkong Mitsukoshi Mall (Xinyi Place),新光三越信義新天地, 4.7/5,"['Monday-Thursday,Sunday:', 'Friday-Saturday:']","['11:00-21:30', '11:00-22:00']",N/A,N/A,1-3 hours,"No.11 Songshou Road, Xinyi District, Xinyi District, Taipei 110 Taiwan",Free,活動,"Xinyi District is very lively regardless of weekday holidays, very people who like nightlife, not only delicious restaurants, street shops are also opened very late, you can come and walk if you can't sleep!",https://www.trip.com/travel-guide/attraction/taipei/shinkong-mitsukoshi-mall-98113?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100w0v000000jvrta47B9_C_180_240_Q70.webp?proc=source%2ftrip
Yehliu Geopark,野柳地質公園, 4.7/5,['Open daily'],['08:00-17:00 (Latest entry time:17:00)'],N/A,N/A,1.5-3 hours,"No.167-1, Gangliu East Road, Wanli District, New Taipei City, Taiwan",Free,觀光,Highly recommended for the scenery and educational value. Advised to read the pamphlet on the interesting formations and fossils so that one can look out for them and better appreciate Yehliu Geopark.,https://www.trip.com/travel-guide/attraction/new-taipei-city/yehliu-geopark-88560?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100o050000000zjn2C1C8_C_180_240_Q70.webp?proc=source%2ftrip
Taipei Tianhou Temple,臺北天后宮, 4.6/5,['Open daily'],['6:00-21:45'],N/A,N/A,1-2 hours,"No.51 Chengdu Road, Taipei, Taiwan",Free,活動,"Taipei Tianhou Palace - Formerly known as the Xinxing Palace, commonly known as the Ximending Tianhou Palace, Ximending Mazu Temple, the main temple of the Tianhou Mazu, the temple site was originally the Shifa Temple of the true Japanese Buddhist Word. The temple's predecessor, Xinxing Palace, was built in the 11th year of Qing Qianlong (1746), the original site is Luzhixing Street, 1943 was collected by the Japanese government, Yue temporarily worshipped the gods in Lulongshan Temple, and in 1948, stationed in Ximending.",https://www.trip.com/travel-guide/attraction/taipei/taipei-tianhou-temple-13426345?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100m0x000000lnelt3564_C_180_240_Q70.webp?proc=source%2ftrip
Shaoshuai Zen Garden,少帥禪園, 4.5/5,['Tuesday-Sunday:'],['11:00-21:00'],Monday:,Closed all day,1-3 hours,"No. 34, Youya Road, Beitou District, Taipei City",Free,活動,"[Looking back at Taipei] Viewing the Shaoshuai Zen Garden. Become a famous restaurant like Caoshan Hall, leaving a statue, a few pictures, a few pots of orchids, and a legend that has been disturbed and difficult to distinguish... At that time, close your eyes and bask in the sun, the most suitable ～",https://www.trip.com/travel-guide/attraction/taipei/shaoshuai-zen-garden-10559311?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102o12000abra8l93AB7_C_180_240_Q70.webp?proc=source%2ftrip
Museum of Contemporary Art Taipei,台北當代藝術館, 4.7/5,['Tuesday-Sunday:'],['10:00-18:00'],N/A,N/A,1-3 hours,"No. 39, Chang'an W Rd, Datong District, Taipei City, Taiwan 103",$7.30 ,觀光,"Taiwan Contemporary Art Building, this is, every love of art, personnel want to come, an art museum! This art museum can be called as a new landmark punching point in Taipei. The art works inside are particularly infectious and very fashionable.",https://www.trip.com/travel-guide/attraction/taipei/museum-of-contemporary-art-taipei-13452220?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1A0q14000000vuy87BD54_C_180_240_Q70.webp?proc=source%2ftrip
di re gu,地熱谷, 4.5/5,['Open daily'],['08:00-18:00'],N/A,N/A,2-3 hours,台灣省台北市北投區中山路30-10號,Free,活動,"Located in Taipei Beitou Geothermal Valley, about 10 minutes from the exit of Xinbeitou MRT Station, free admission! The flow of people is not too much, it is definitely a punch card attraction, Li Taiwan friends must Li Geothermal Valley! There is a hand-soaked hot spring at the door, and there is a thin steamed bun inside that can buy a hand-letter and add it to ??",https://www.trip.com/travel-guide/attraction/taipei/city-134448751?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g4/M08/70/1C/CggYHVY7Fe-AV3SJABOZSnSIa9c584_C_180_240_Q70.webp?proc=source%2ftrip
Qixing Park,七星公園, 4.3/5,['Open daily'],['Open all day'],N/A,N/A,0.5-1 hour,"Beitou District, Taipei City, Taiwan 112",Free,活動,"A very bright park, quite big, there are famous road hump, Qixingyan, citizens free, come here to feed a lot of monkeys, wild monkeys are very fun, not big, still well-behaved, no harm.",https://www.trip.com/travel-guide/attraction/taipei/qixing-park-30047289?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g4/M0A/6E/D9/CggYHlY7G5WADZp_ACO2ub0YKYs144_C_180_240_Q70.webp?proc=source%2ftrip
Taipei Music Center,台北流行音樂中心, 4.9/5,['Tuesday-Sunday:'],['10:00-18:00'],N/A,N/A,3-4 hours,115028 台北市南港?市民大道8段99?,$12.18 ,活動,"The Taipei Pop Music Center building was designed by the United States. The building was inspired by the ancient Roman square. It uses the circular space to combine art, commerce, market and performance activities. It hopes to be widely used by pop music industry workers, citizens and overseas tourists. Build a 24-hour ""functional building"" with different usage methods. The north and south base is connected by a shape overpass, and the three main buildings are located on the same horizontal line. In addition to strengthening the unity of the overall building, the visual axis leads visitors to different destinations.",https://www.trip.com/travel-guide/attraction/taipei/taipei-music-center-98540666?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0101z2224rwvjx38iEA57_C_180_240_Q70.webp?proc=source%2ftrip
Da'an Forest Park,大安森林公園, 4.7/5,['Open daily'],['Open all day'],N/A,N/A,1-3 hours,"No. 1, Section 2, Xinsheng South Road, Daan District, Taipei City",Free,活動,"Wishing Vine (tin leaf vine) flower language is ""angel face"" flower as its name, holy, beautiful, pure... It makes people feel happy and happy. Taipei Da'an Forest Park is close to the Jianguo elevated side. There is a flower stand promenade for tourists to rest. The porch is planted with tin leaf vines. April is the flower season. All you see are dreamy purple flower waterfalls. part 2",https://www.trip.com/travel-guide/attraction/taipei/da-an-forest-park-10523108?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10091f000001gspyd6E1F_C_180_240_Q70.webp?proc=source%2ftrip
Presidential Office Building,中華民國總統府, 4.4/5,['Monday-Friday:'],['9:00-11:30'],N/A,N/A,1-3 hours,"No. 122, Section 1, Chongqing South Road, Zhongzheng District, Taipei City",Free,觀光,"Modern buildings, red and white exterior walls, need to be reserved to enter, the security check inside is still quite strict, this place is very meaningful, once the Japanese occupation of the office, only some areas are open to the outside world, there are many police officers patrolling with live ammunition, There are many collections given by other countries. There are special people to explain that they are tourists and locals will not go. There is also a gift shop inside, which can send postcards to friends, which is also very good.",https://www.trip.com/travel-guide/attraction/taipei/presidential-office-building-100279?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0101p1200084ml9mj81F4_C_180_240_Q70.webp?proc=source%2ftrip
Linjiang Street (Tonghua) Night Market,臨江街夜市（通化夜市）, 4.6/5,['Open daily'],['18:00-00:00'],N/A,N/A,1-3 hours,"Dahua District, Taipei City, Tonghua Street and Linjiang Street, Section 4 of Xinyi Road and Section 2 of Keelung Road",Free,餐飲,"I ate the second grilled fish and ate it in the store for the first time. The boss didn’t know if it was a little over-baked or what. The meat was a little bit dry. This time, the skin was peeled off, and there was gravy. The meat was also very tender. I love this grilled fish ?? But the salt outside is really enough to accidentally get it. Salted ?????? This time I also ordered more wine steamed dumplings and dumpling soup, which are also very good.",https://www.trip.com/travel-guide/attraction/taipei/linjiang-street-night-market-98017?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g4/M05/6F/4C/CggYHVY7CBWAK2qoADnqB1BzH48561_C_180_240_Q70.webp?proc=source%2ftrip
Beitou Library,北投圖書館, 4.6/5,"['Monday,Sunday:', 'Tuesday-Saturday:']","['09:00-17:00', '08:30-21:00']",N/A,N/A,1-3 hours,"No. 251, Guangming Rd, Beitou District, Taipei City, Taiwan 112",Free,觀光,"Beitou Library is worthy of being the most beautiful library in Taipei. The structure of wood is very antique. The floor inside is full of wooden shoes. There will be a unique sound of wood. The sound of running water is very suitable for a daze. There are observation decks on different floors. It is also very pleasant to check in outside or see the scenery, but some windows will open. Talk will still be passed inside. It is best to keep quiet and not disturb others. ??",https://www.trip.com/travel-guide/attraction/taipei/beitou-library-10523111?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103u120008idad4h0DC8_C_180_240_Q70.webp?proc=source%2ftrip
Dadaocheng Wharf,大稻埕碼頭, 4.7/5,['Open daily'],['Open all day'],N/A,N/A,1-2 hours,"Diwai Road, Datong, Taipei 103 Taiwan",Free,觀光,"In Taipei, winter is often rainy and rarely see the sun. This weekend, the same is true. I didn’t expect that in the evening, the sun suddenly showed its face and sprinkled a thousand golden light from the clouds. The mountains in the distance were bathed in golden light, and the fresh water showed five-color clouds. Like a painting of a landscape.",https://www.trip.com/travel-guide/attraction/taipei/dadaocheng-wharf-13423230?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M01/8C/34/Cghzf1Ww7gCAPhF7AFBftokrWzc263_C_180_240_Q70.webp?proc=source%2ftrip
Taipei Confucius Temple,臺北市孔廟, 4.5/5,['Tuesday-Sunday:'],['8:30-21:00'],N/A,N/A,1-3 hours,"No. 275, Dalong St, Datong District, Taipei City, Taiwan 103",Free,觀光,"Taipei Confucius Temple - Caiqufu Ben Temple architectural form, the beams and windows are not engraved simple and solemn, its layout is in order for the Wanxi Palace wall, Dianchi Lake, Krypton Gate, Yimen, Dacheng Palace and Chongsheng Temple; And because of the folk building, in addition to the shape and specifications, also added local decoration style, that is, the special cross-toe pottery and shear sticky decoration in southern Anhui, especially the cross-toe pottery decoration as a special example in the Confucian Temple building in Taiwan.",https://www.trip.com/travel-guide/attraction/taipei/taipei-confucius-temple-85919?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100q0y000000mdr4i6663_C_180_240_Q70.webp?proc=source%2ftrip
Jiufen Old Street,九份老街, 4.6/5,['Open daily'],['10:00-20:00'],N/A,N/A,2-4 hours,"Jishan Street, Ruifang District, New Taipei City, Taiwan",Free,活動,"An old village situated east of Taipei, full with traditional ambience with lots of shops and a cozy feeling.",https://www.trip.com/travel-guide/attraction/new-taipei-city/jiufen-old-street-96936?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10020v000000jwtdv4181_C_180_240_Q70.webp?proc=source%2ftrip
National Theater,國家戲劇院, 4.6/5,['Open daily'],['11:30-21:00'],N/A,N/A,1-2 hours,"No21-1, Zhongshan S. Rd.,, Taipei, Taiwan",Free,活動,"National Theatre, located in Taipei, Taiwan, is part of the National Center for Zhongzheng Cultural Center, is an important theater and dance performance venue in Taiwan. It is jointly called the ""two halls"" with the National Concert Hall. Large-scale performances are often held, including Peking Opera, drama dramas, children's programs, etc. The audience has four floors and can accommodate 1,526 spectators.",https://www.trip.com/travel-guide/attraction/taipei/national-theater-10520770?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M09/2E/C0/CghzgFW2KySABjWWACpfDqAsFf4169_C_180_240_Q70.webp?proc=source%2ftrip
ri sheng sheng jia he wu guo ji fan dian wen quan,日勝生加賀屋國際飯店溫泉, 4.3/5,['Open daily'],['00:00-23:59'],N/A,N/A,N/A,台灣台北市北投區光明路236號,$37.03 ,活動,"Very comfortable hot spring hotel, very comfortable, the staff are very good, introduce me to the facilities and buried my luggage to the room! It is estimated that there are two Japanese-style hot spring hotels in Taipei. It is very Japanese. The hotel facilities have large baths, divided into men and women. I have a private hot spring in the book room. The hotel can be soaked several times a day. It is really comfortable. ??",https://www.trip.com/travel-guide/attraction/taipei/city-144315223?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10081c000001d78rwA520_C_180_240_Q70.webp?proc=source%2ftrip
Jiufen,九份, 4.5/5,['Open daily'],['Open all day'],N/A,N/A,0.5-1 day,"Ruifang District, New Taipei City, Taiwan",Free,活動,excellent scenery at night!! lots of food varieties and souvenirs. loads of stairs so much sure you are fit and wear appropriate attires.,https://www.trip.com/travel-guide/attraction/new-taipei-city/jiufen-88561?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M00/C7/7D/CghzflWwsjCAVXqWAEQ20xQzA-A100_C_180_240_Q70.webp?proc=source%2ftrip
Taipei Sightseeing Bus Hop On Hop Off,台北雙層觀光巴士, 4.5/5,['N/A'],['N/A'],N/A,N/A,4-48 hours,"Taipei Station, Taipei City",Free,活動,"Especially convenient. Basically covers the main attractions in the city. The child is very excited to sit on the second floor and watch the scenery, which is a special experience. Unlimited number of times, so you can stop and walk for each attraction.",https://www.trip.com/travel-guide/attraction/taipei/taipei-sightseeing-bus-hop-on-hop-off-33764668?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1lo6f12000cxyp8bz41D5_C_180_240_Q70.webp?proc=source%2ftrip
Taiwan Science Education Center,台灣科學教育館, 4.3/5,"['Tuesday-Friday:', 'Saturday-Sunday:']","['09:00-17:00', '09:00-18:00']",N/A,N/A,2-3 hours,"No.189 Shishang Road, Shilin District, Taipei 111, Taiwan",$2.87 ,觀光,"In this area, fruit 3 big wild play, planetarium, children's new paradise, between the buried scorpion...maybe there will be less and less than it. The place is also big, but it may be a wider theme and a little less focused. The impression is from physical science, human genetics, mechanical mechanics, acoustics... Don't count, there are D, you can talk rich, but you have to have children who are really full of words. I think most of the flowers are seen.",https://www.trip.com/travel-guide/attraction/taipei/taiwan-science-education-center-13425894?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100t0g0000007ru93F679_C_180_240_Q70.webp?proc=source%2ftrip
Taipei Xiahai City God Temple,台北霞海城隍廟, 4.4/5,['Open daily'],['7:00-19:00'],N/A,N/A,1-3 hours,"No.61 First Section Dihua Street, Taipei, Taiwan",Free,觀光,"Xiahai City God Temple is really good ～ The weather today is very good... The crowd is very crowded, not faded due to the epidemic... I happened to meet the ""hands in the palm"" performance that is being ""made"" and the newcomer feedback is attached to the visit process... I wish everyone can find their own other ""half""",https://www.trip.com/travel-guide/attraction/taipei/taipei-xiahai-city-god-temple-10520712?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10030j000000a046f52AD_C_180_240_Q70.webp?proc=source%2ftrip
Songshan Airport Observation Deck,松山機場觀景台, 4.9/5,['Open daily'],['9:00-21:00'],N/A,N/A,1-2 hours,"No. 340-9, Dunhua N. Rd., Songshan, Taipei 105 Taiwan",Free,觀光,"The three-story hall is the branch venue of the annual fashion week, which can be regarded as representing the trendy spirit of Taiwan. Many Roman columns are in one corner, the area is large and very stylish. Luxury brands basically have everything. The service desk on the basement floor here can directly handle tax refunds, which is particularly convenient. If the amount is not high, you can get the tax refund directly. If the amount is too high, you will get a stamp and go to the airport to pick it up. There are not many airport tax refunders, just scan the machine, and then go to the tax refund counter to get the money. There is a famous Ding Taifeng on the basement floor, but it is still in line at 9 pm. There are still some handwriting on the basement floor, but only the famous micro-hot hills, a small counter. It seems to remember to sell only three kinds.",https://www.trip.com/travel-guide/attraction/taipei/songshan-airport-observation-deck-58376802?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1lo5w12000chbrdzk59F5_C_180_240_Q70.webp?proc=source%2ftrip
Beitou Public Hotspring,北投公園親水公園露天溫泉, 5/5,['Open daily'],['5:30-7:30;8:00-10:00;10:30-13:00;13:30-16:00;16:30-19:00;19:30-22:00'],N/A,N/A,N/A,"No. 6號, Zhongshan Rd, Beitou District, Taipei City, Taiwan 112",Free,活動,"There is a lotus pond in Beitou Park. It is in the early summer season. The cool breeze on the pool is slowly, and the lotus fragrance is full of summer style. part 2",https://www.trip.com/travel-guide/attraction/taipei/beitou-public-hotspring-137304984?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100k0l000000culsaCD92_C_180_240_Q70.webp?proc=source%2ftrip
Sasha Alex Sloan : "Me Again" Tour – ASIA in Taipei 2024,【台北】Sasha Alex Sloan 2024《Me Again》演唱會,N/A,['Open daily'],['undefined'],N/A,N/A,N/A,Taipei International Convention Center (TICC),Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/sasha-alex-sloan-me-again-tour-asia-in-taipei-2024-148412259?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww2o12000cjqcci283AA_C_180_240_Q70.webp?proc=source%2ftrip
Lin An Tai Historical House and Museum,林安泰古厝, 4.6/5,['Tuesday-Sunday:'],['9:00-17:00'],N/A,N/A,1-3 hours,"No.5, Binjiang Street, Taipei 10491, Taiwan",Free,觀光,"Lin Antai Ancient Temple - also known as Rong Tai Temple, built in the year of Qianlong in the present Da'an District, in 1978 due to the road widening and demolition, for the Ming and Qing Dynasties style of the single-story two-in-one courtyard house, with water-shaped gables, swallow-tailed roof ridge, to sacrifice the ancestors' main hall as the central axis, in front of the nest Sanchuanmen, Outside the front door, the moon eyebrows pool. part 3",https://www.trip.com/travel-guide/attraction/taipei/lin-an-tai-historical-house-and-museum-13425825?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106712000d4jzuwnBEC6_C_180_240_Q70.webp?proc=source%2ftrip
Taipei Palace Museum Library and Literature Museum,台北故宮博物院圖書文獻館, 4.5/5,['N/A'],['N/A'],N/A,N/A,6 hours,"No. 221, Sec 2, Zhi Shan Rd, Shilin District, Taipei City, Taiwan 111",Free,觀光,"The Taipei Palace Museum is a place worth staying for a whole day, especially those who like to collect and appreciate, or ancient players, who are excited about history will love it, because there are too many treasures in the Taipei Palace Museum, which is dazzling. Take the Taipei Metro (MRT) Shilin Station Exit 1 and go straight for 100 meters. There are many buses to the Forbidden City. There are designated drinking points. The entrance will be opened for inspection. There is a free gift storage on the right side of the entrance. The whole hall does not provide meals. It takes at least 4 or 5 hours to visit and the hall is closed at 6:30.",https://www.trip.com/travel-guide/attraction/taipei/taipei-palace-museum-library-and-literature-museum-23866568?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103l12000e61itgf520A_C_180_240_Q70.webp?proc=source%2ftrip
Tamsui Old Street,淡水老街, 4.5/5,['Open daily'],['Open all day'],N/A,N/A,2-4 hours,"No. 1, Zhongzheng Rd, Tamsui District, New Taipei City, Taiwan 251",Free,活動,Really nice area for souvenir shopping and some street snacks. Worth a day trip,https://www.trip.com/travel-guide/attraction/new-taipei-city/tamsui-old-street-88672?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100k0r000000gtw0qAF30_C_180_240_Q70.webp?proc=source%2ftrip
Shifen Old Street,十分老街, 4.6/5,['Open daily'],['Open all day'],N/A,N/A,1-2 hours,"Pingxi District, New Taipei City, Taiwan 226",Free,活動,we booked a one day trip covering 3 places in a day. this is the last destination during our trip. nice place to visit for short period. bought a nice keychain here. the are few eateries selling local snacks.,https://www.trip.com/travel-guide/attraction/new-taipei-city/shifen-old-street-18119246?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100m0r000000hm7ygCAB0_C_180_240_Q70.webp?proc=source%2ftrip
Zhuzihu,竹子湖, 4.6/5,['Open daily'],['Open all day'],N/A,N/A,1-3 hours,"Beitou District, Taipei City, Taiwan 112",Free,觀光,"The whole tree is yellow and the golden maple is yellow, the leaves are beginning to turn red, the mango flowers are blooming along the side of the creek, and the bamboo lake after the winter is set up. Under the warm winter sun, it is already a bleak atmosphere in late autumn. part 2",https://www.trip.com/travel-guide/attraction/taipei/zhuzihu-96065?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100b1f000001gsm6lC5C0_C_180_240_Q70.webp?proc=source%2ftrip
Xpark Aquarium,Xpark 水族館, 4.7/5,"['Saturday:', 'Monday-Friday,Sunday:']","['10:00-20:00 (Latest entry time:19:00)', '10:00-18:00 (Latest entry time:17:00)']",N/A,N/A,2-3 hours,320桃園市中壢區春德路105號,$18.31 ,活動,"As a foreigner, I enjoyed spending time here. The place looks so pretty, and the fish here are awesome, especially the jellyfish.",https://www.trip.com/travel-guide/attraction/taoyuan/xpark-aquarium-133903160?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10021f000001gxbp06CDB_C_180_240_Q70.webp?proc=source%2ftrip
Chris James : Dopamine Overload Asia Tour 2024｜Concert,【台北】Chris James亞洲巡演,N/A,['Open daily'],['undefined'],N/A,N/A,N/A,"5/F, No. 2, Section 3, Civic Blvd, Zhongzheng District, Taipei City",Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/chris-james-dopamine-overload-asia-tour-2024concert-145104197?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01023120009fr198v190D_C_180_240_Q70.webp?proc=source%2ftrip
HIKARU UTADA SCIENCE FICTION TOUR 2024 in Taipei | Concert | Taipei Arena,【台北】宇多田光2024《HIKARU UTADA SCIENCE FICTION》巡迴演唱會,N/A,['Open daily'],['undefined'],N/A,N/A,N/A,"No. 2, Section 4, Nanjing East Road, Songshan District, Taipei City",Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/hikaru-utada-science-fiction-tour-2024-in-taipei-concert-taipei-arena-148425929?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1lo1312000eitd114D4FB_C_180_240_Q70.webp?proc=source%2ftrip
Formosa Express,環島之星-迪士尼列車, 4.6/5,['N/A'],['N/A'],N/A,N/A,1-4 hours,"No. 3, Beiping West Road, Zhongzheng District, Taipei City (EZTravel Taipei Station Store - Taipei Train Station Hall, near the North Third Gate and the West First Gate)",$21.06 ,活動,"I like it very much. The facilities in the car are good, the windows are big enough, the scenery along the way is very interesting, the air-conditioning is cool, the front and back rows can sit together, the conversation is convenient, the travel is convenient, the fruit, the drink, very easy to play, suitable for middle-aged people and the elderly to travel, it is worth recommending!",https://www.trip.com/travel-guide/attraction/taipei/formosa-express-10559351?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102m12000dq97icnCC3B_C_180_240_Q70.webp?proc=source%2ftrip
Shin Kong Life Tower,新光人壽保險摩天大樓, 4.1/5,['N/A'],['N/A'],N/A,N/A,1-2 hours,"66 Chunghsiao West Road | Zhongzheng, Taipei, Taiwan",Free,觀光,"The insurance building is of course nothing to visit, but we are coming to Xinguang Department Store to buy things, Taiwan Xinguang Department Store we still like, the service is the same as the Japanese department store, the brand is more, the price is much cheaper than the same model in the mainland.",https://www.trip.com/travel-guide/attraction/taipei/shin-kong-life-tower-22846586?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102x12000eb2ei3pE371_C_180_240_Q70.webp?proc=source%2ftrip
aespa 2024 SYNK: Parallel Line Tour,【中國台灣台北】aespa《SYNK : PARALLEL LINE》2024世界巡迴演唱會,N/A,['Friday-Sunday:'],['undefined'],N/A,N/A,N/A,國立體育大學綜合體育館（林口體育館）,Free,,N/A,https://www.trip.com/travel-guide/attraction/taoyuan/aespa-2024-synk-parallel-line-tour-148420345?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104v12000chstiazD0BD_C_180_240_Q70.webp?proc=source%2ftrip
Dalongdong Bao An Temple,大龍峒保安宮, 4.6/5,['Open daily'],['06:30-21:00'],N/A,N/A,1-3 hours,"No.61 Hami Street, Datong, Taipei 103 Taiwan",Free,觀光,"Congratulations to the Great Pawson for Christmas. The Great Pawson came to the Dalongxu Security Palace for Christmas to visit, pray for good health and peace, and enjoy the beautifully shaped lanterns in the palace.",https://www.trip.com/travel-guide/attraction/taipei/dalongdong-bao-an-temple-85927?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6412000945ue63A46A_C_180_240_Q70.webp?proc=source%2ftrip
The Lin Yutang House,林語堂故居, 4.5/5,['Tuesday-Sunday:'],['9:00-17:00'],N/A,N/A,1-2 hours,"No.141 Section 2, Yangde Ave, Taipei 111, Taiwan",Free,觀光,"Former residence of Lin Yutang - A generation of Chinese masters living in Yangming Mountain in their later years, designed the building where they lived in retirement, adopted the concept of Chinese and Western mergers, with Chinese blue glazed house tiles, Western-style columns with twisted rope lines, and designed the second-level external landscape Yang using the gap of natural terrain Taiwan, both ventilation and lighting, the current house displays the memory of the former owner, which makes people feel ancient and serene.",https://www.trip.com/travel-guide/attraction/taipei/the-lin-yutang-house-85928?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103412000e906u8x1226_C_180_240_Q70.webp?proc=source%2ftrip
National Museum of History,台灣歷史博物館, 4.7/5,['Tuesday-Saturday:'],['10:00-18:00'],"Monday,Sunday:",Closed all day,1-3 hours,"No.49 Nanhai Road, Zhongzheng District, Taipei 100 Taiwan",Free,觀光,"Taiwan History Museum, referred to as the Museum of History, was originally called the Museum of Historical Cultural Relics, the first public museum established after the government of the Republic of China moved to Taiwan, and some of the cultural relics came from the original Henan Museum (now Henan Museum). The original site is the Taiwan Governor's Mansion's property exhibition hall, built in the Japanese period in 1916. After the Shibo Hall moved in, the overall building was gradually converted from the original wooden building to a Chinese palace. After many years of closure, the museum was re-opened for public visits in 2024. part 2",https://www.trip.com/travel-guide/attraction/taipei/national-museum-of-history-80597?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100k080000003iti4FD6F_C_180_240_Q70.webp?proc=source%2ftrip
Heping Island Park,和平島地質公園, 4.7/5,['Open daily'],['08:00-19:00'],N/A,N/A,1-2 hours,"No. 360號, Pingyi Rd, Zhongzheng District, Keelung City, Taiwan 202",$3.29 ,活動,A good place to visit to learn and understand about natural rocks formation. The rocks here are formed naturally by sea water and wind. All rocks will look different overtime and it is up to your imagination on what the rock looks like. There are schedule guided tour here. Have to book a slot at the tourist centre.,https://www.trip.com/travel-guide/attraction/keelung/heping-island-park-87607?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10070z000000myos50167_C_180_240_Q70.webp?proc=source%2ftrip
Dajia Riverside Park,大佳河濱公園, 4.5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Zhongshan Dist., Taipei, Taiwan",Free,活動,"The Dajia Riverside Park section of Keelung River is currently arranged with sunflowers and Persian chrysanthemums for the annual flower sea landscape, and the Dazhiqiao and Yuanshan Hotel in the distance have become the most beautiful background when enjoying flowers and taking pictures.",https://www.trip.com/travel-guide/attraction/taipei/dajia-riverside-park-22846580?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100g0h00000094fll6E8C_C_180_240_Q70.webp?proc=source%2ftrip
Pier 5,大稻埕碼頭貨櫃市集, 5/5,"['Saturday-Sunday:', 'Monday-Friday:']","['12:00-22:00', '16:00-22:00']",N/A,N/A,1.5-3 hours,"Bottom of Minsheng West Road, Datong District, Taipei City (Dadaoyu Pier-Inside Water Gate No. 5)",Free,活動,"Ren'an Hospital - It was built in Showa 2 years (1927), a hospital opened for locals, and the doctors and grandparents were doctors for three generations. It was widely known as the medical service in Dadaocheng area, and made Ren'an Hospital one of the most important hospitals in Dadaocheng. The facade of the building is baroque carved, and the whole is very stable. The daughter wall above is decorated in a lot of detail. The bottom is to wash stones and some magnet tiles. The building is a shop house building on the second floor, a corner seven-open street house, a corner facade window for three small rooms, and the other windows for two small rooms.",https://www.trip.com/travel-guide/attraction/taipei/pier-5-78410027?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10060l000000csz4l8CDE_C_180_240_Q70.webp?proc=source%2ftrip
Tamsui Fisherman's Wharf,漁人碼頭, 4.7/5,['Open daily'],['Open all day'],N/A,N/A,2-3 hours,"Tamsui Fisherman's Wharf, Taiwan",Free,活動,"Freshwater Fisherman's Wharf - New Beishifu has been developed into a multi-functional leisure fishing port with beautiful floating piers and a wide port area park, and a boat-shaped bridge across the port area for pedestrians to view. There are also more than 330 metres of wooden plank road on the pier, leaning against the fence to enjoy the view of the Vale Estuary, is a leisurely enjoyment, and the Fisherman's Wharf in the evening is one of the best places to enjoy the sunset.",https://www.trip.com/travel-guide/attraction/new-taipei-city/tamsui-fisherman-s-wharf-10758653?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100t0n000000eaz1q716B_C_180_240_Q70.webp?proc=source%2ftrip
