basicName,subTitleName,rating,openDate,openTime,closeDate,closeTime,recommendStayTime,address,price,label,review,url,img
Guihou Fishing Harbor,龜吼漁港, 4.6/5,['N/A'],['N/A'],N/A,N/A,N/A,"No. 85, Yuao Rd, Wanli District, New Taipei City, Taiwan 207",Free,,"Autumn is in the crab season again, the north coast must eat thousands of miles of crabs, do not miss the turtle roar fisherman market, close to the Yeliu Geopark, there are turtle roar crab theme park on the side can take pictures and punch in, enjoy the most beautiful Venus coastline in Taiwan, camel peak edge trail, now pick live seafood bought, Direct delivery of origin, turtle roar fishing port food must eat flower crabs, three crabs, buy seafood to eat crabs is a must do.",https://www.trip.com/travel-guide/attraction/new-taipei-city/guihou-fishing-harbor-24649986?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0101b12000a5b8l0b973B_C_180_240_Q70.webp?proc=source%2ftrip
Wulai Scenic Train,烏來觀光台車, 5/5,['Open daily'],['9:00-17:00'],N/A,N/A,N/A,"233, Taiwan, New Taipei City, Wulai District, 溫泉街86巷2號",$1.57,,"I read the instructions and learned that the initial stage was to transport wood, and then stopped logging, and then used a trolley to carry people due to sightseeing needs. There was a small tunnel at the end of the waterfall, which was very cute. We took a trolley driven by different people, and the feeling was very different. The boys drove slowly, felt more stable, and the shaking was not very relaxing. But the girls drove the car very quickly, which really made me dizzy. Fortunately, along the road, you can overlook the mountains and forests and valleys, diverting attention. Next to the tram track is the trail built along the Nanshixi, with a stream on one side and a mountain wall on the other",https://www.trip.com/travel-guide/attraction/new-taipei-city/wulai-scenic-train-137267322?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105q12000bvkzc8b9A5A_C_180_240_Q70.webp?proc=source%2ftrip
Fuyou Park,婦幼公園, 5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"No. 438號, Section 2, Zhongyi Rd, Guishan District, Taoyuan City, Taiwan 333",Free,,Neat and clean,https://www.trip.com/travel-guide/attraction/taoyuan/fuyou-park-137418982?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153_C_180_240_Q70.webp?proc=source%2ftrip
Dahu Memorial Park,大湖紀念公園, 5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Lane 638, Section 2, Jungyi Rd, Guishan District, Taoyuan City, Taiwan 333",Free,,Clean and quiet,https://www.trip.com/travel-guide/attraction/taoyuan/dahu-memorial-park-136788981?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153_C_180_240_Q70.webp?proc=source%2ftrip
【 zhong guo tai wan tai bei 】 《 huang di de yi dong hua yuan ： qing dai gong ting hua hui hua 》,【台北】《皇帝的移動花園：清代宮廷花卉畫》,N/A,['Open daily'],['undefined'],N/A,N/A,N/A,台北故宮博物院,Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/city-148801392?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105812000ez81l9i7513_C_180_240_Q70.webp?proc=source%2ftrip
小油坑觀景台,N/A,N/A,['Open daily'],['Open all day'],N/A,N/A,N/A,"112, Taiwan, Taipei City, Beitou District",Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/city-144080704?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738_C_180_240_Q70.webp?proc=source%2ftrip
Keelung Station Square,基隆車站南站廣場, 4.5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"203, Keelung City, Zhongshan District",Free,,"Jilong on rainy days, sunny, the weather is very stuffy, but the city is beautiful, if you come in the evening, it should be good.",https://www.trip.com/travel-guide/attraction/keelung/keelung-station-square-136863066?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103r224x8u9msfco092E_C_180_240_Q70.webp?proc=source%2ftrip
xiao yao shui zu guan,逍遙水族館（台北市水族館推薦）魚缸保養，水草造景，魚缸訂製，室外庭園造景，水池魚池維護保養，生態魚池，台灣原生魚,N/A,"['Monday-Tuesday,Thursday-Saturday:']",['13:00-22:00'],N/A,N/A,N/A,103台灣臺北市大同區迪化街二段338號,Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/city-141348064?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M08/C4/B0/CghzgVW7H_iAC9S5AAA_-z49ZWQ823_C_180_240_Q70.webp?proc=source%2ftrip
Porter Robinson Taipei Concert 2024｜Porter Robinson SMILE! : D World Tour in Taipei｜Zepp New Taipei,【台北】Porter Robinson《SMILE! : D》世界巡演,N/A,['Open daily'],['undefined'],N/A,N/A,N/A,"8/F, No.3, Section 4, New Taipei Blvd, Xinzhuang District, New Taipei City",Free,,N/A,https://www.trip.com/travel-guide/attraction/new-taipei-city/porter-robinson-taipei-concert-2024porter-robinson-smile-d-world-tour-in-taipeizepp-new-taipei-148523475?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102012000ewu1fux80A3_C_180_240_Q70.webp?proc=source%2ftrip
Yaya Park,鴨鴨公園, 5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"No. 299, Huanhe S Rd, Sanchong District, New Taipei City, Taiwan 241",Free,,"Walking on the riverbank in the evening - Today is the duck park between the Zhongxiao Bridge in the Vale River to the New North Bridge, walking along the road while enjoying the beautiful riverbank scenery along the way.",https://www.trip.com/travel-guide/attraction/new-taipei-city/yaya-park-138421061?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102b2215g98ijtxcDD73_C_180_240_Q70.webp?proc=source%2ftrip
Taipei City Council Library,台北市市議會, 4.5/5,['Monday-Friday:'],['8:30-18:30'],N/A,N/A,N/A,"No. 507, Section 4, Ren'ai Rd, Xinyi District, Taipei City, Taiwan 110",Free,,"This is the most important place in Taipei City, Xinyi District, Taipei City. The city council must be able to visit and be able to listen to it to see how Taiwanese people question the executive branch officials. In particular, the mayor, as the elected head, can also escape the fatigue of the lawmakers.",https://www.trip.com/travel-guide/attraction/taipei/taipei-city-council-library-24653033?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100i0h0000008vv8j3F99_C_180_240_Q70.webp?proc=source%2ftrip
Linkou Park,林口公園, 4.1/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Lane 515, Songshan Rd, Xinyi District, Taipei City, Taiwan 110",Free,,"Linkou Park is a park we went to Xinyi Eslite Bookstore. We saw it was very beautiful and went in for ten minutes. The green plants are very good, and there are free sports facilities such as running tracks.",https://www.trip.com/travel-guide/attraction/taipei/linkou-park-24651289?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1A0ehk114yipyg20g3462_C_180_240_Q70.webp?proc=source%2ftrip
823 Memorial Park,八二三紀念公園, 4.5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"No. 6, Zhong'an St, Zhonghe District, New Taipei City, Taiwan 235",Free,,"You can take a walk here when you are free. The park is located near the MRT station. There is a library, many restaurants and cafes around it.",https://www.trip.com/travel-guide/attraction/new-taipei-city/823-memorial-park-33020918?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6o12000946w9v62AD5_C_180_240_Q70.webp?proc=source%2ftrip
Guanghua Lake,光華池, 5/5,['Open daily'],['Open all day'],N/A,N/A,2-3 hours,"No. 21號, Zhongshan S Rd, Zhongzheng District, Taipei City, Taiwan 100",Free,,"In the evening walk time, today's Freedom Square can see sporadic cherry blossoms opening, and the sunset of Huaguang Pool also presents a magnificent atmosphere. part 3",https://www.trip.com/travel-guide/attraction/taipei/guanghua-lake-78745708?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100vhk1153968w33m1DA1_C_180_240_Q70.webp?proc=source%2ftrip
Taiwan Stock Museum,臺灣股票博物館, 4.7/5,['Monday-Friday:'],['9:00-16:30'],N/A,N/A,N/A,"3rd Floor, No. 365 Fuxing North Road, Songshan District, Taipei, Taipei 105 Taiwan",Free,,"Taiwan Stock Museum listened to an hour of talk about stocks, I felt very interesting, cool, and the money-making class was always so short. Work and work. Don’t bb eat white rice. It’s a few hundred-year-old people. It’s really bad to say that it’s not done.",https://www.trip.com/travel-guide/attraction/taipei/taiwan-stock-museum-39040352?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105012000bqbktlw73EA_C_180_240_Q70.webp?proc=source%2ftrip
Tomb of Yan Xishan,閻錫山墓, 4/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Lane 34, Lane 245, Yong Highway, Shilin District, Taipei City",Free,,The resting place of the Republic of China,https://www.trip.com/travel-guide/attraction/taipei/tomb-of-yan-xishan-18700414?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106k22345i6tehz4A625_C_180_240_Q70.webp?proc=source%2ftrip
Taipei Tianmu Baseball Stadium,台北市立天母棒球場, 4.4/5,['N/A'],['N/A'],N/A,N/A,N/A,"No.77, Section 2, Zhongcheng Road, Taipei, Taiwan",Free,,"The impression of baseball remains that Daxiong's baseball gloves in Dora A's dream cheer when he feels awesome, when the ball goes out, cheer when the people around him cheer together.",https://www.trip.com/travel-guide/attraction/taipei/taipei-tianmu-baseball-stadium-22846526?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105k12000dtx1e3h9650_C_180_240_Q70.webp?proc=source%2ftrip
Xianse Temple,先嗇宮, 4.3/5,['Open daily'],['6:00-21:00'],N/A,N/A,N/A,"77 North Wanggu Street, Erzhongpu, Mie District, New Taipei City",Free,,"Xianyu Palace - located in Erzhongpu, Sanzhong City, was founded in the Qianlong Jubilee of the Qing Dynasty (1755 AD), and belongs to the ancient monuments of the municipality. The Qing Dynasty Daoguang Jubilee (1851 AD) Shenlin Luosheng initiative to rebuild, laying the foundation of the current temple body. The existing buildings are mainly the 14th year of the Japanese rule of Dazheng (1925 xi), which was converted by Lin Qingdun, the former head of the Erzhongpu District of Xinzhuang Branch Office in Taipei Hall. At that time, the ""Tangshan teacher"" and ""Taiwan teacher"" were invited to do the same, saying that ""the field is made"", and the dragon and tiger each showed its unique skills and style, which is a very precious cultural heritage.",https://www.trip.com/travel-guide/attraction/new-taipei-city/xianse-temple-24048395?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103212000a5c2g0r95AF_C_180_240_Q70.webp?proc=source%2ftrip
Zhang Nao Liao Trail,樟腦寮步道, 4.4/5,['N/A'],['N/A'],N/A,N/A,N/A,"Xinzhuang Dist, New Taipei, Taiwan",Free,,"The trail is several kilometers long, and we spent an afternoon watching the scenery while walking. The scenery along the way is particularly good, and the trees are shaded, the mountains are beautiful, the birds are fragrant, and the feeling is particularly pleasant.",https://www.trip.com/travel-guide/attraction/new-taipei-city/zhang-nao-liao-trail-23033792?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106u120008egaxdc67B5_C_180_240_Q70.webp?proc=source%2ftrip
wan hua lin zhai,萬華林宅,N/A,"['Monday-Tuesday,Thursday:']",['14:00-16:00 (Latest entry time:14:20)'],N/A,N/A,N/A,108台灣省台北市萬華區西園路一段306巷26號,Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/city-148488692?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1me2g12000er7q0hz819C_C_180_240_Q70.webp?proc=source%2ftrip
Yukids Island（Rtmart strore),大魯閣遊戲愛樂園-海洋公園 中壢大潤發店, 4.6/5,['N/A'],['N/A'],N/A,N/A,N/A,320台灣桃園市中壢區中北路二段468號B1,Free,,"The location of the game park is very close to the parking lot. This is very convenient for parents who bring children. The overall venue is also very large. There are many facilities that are very rich and diversified. There are also special wooden grain sand for children to play. It is a great and special experience. But many accessories in the kitchenette are missing. The garden may have to check and update regularly. In addition, if it is a holiday, there will be a lot of people. It is recommended to come on weekdays or holiday mornings. Children can play more enjoyable.",https://www.trip.com/travel-guide/attraction/taoyuan/city-141807261?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106o12000cfulnd7ABA4_C_180_240_Q70.webp?proc=source%2ftrip
xi yuan 29 fu shi chuang zuo ji di,西園29服飾創作基地, 5/5,['Monday-Friday:'],['13:30-17:30'],Saturday-Sunday:,Closed all day,N/A,108台灣台北市萬華區西園路二段9號,Free,,"Xiyuan 29 Apparel Creation Base - Fashion exchange platform established by the Ministry of Economy and Industry Bureau to promote the popular design energy of the garment jewelry industry, the main purpose is to cultivate design talents, accelerate the upgrading and transformation of the traditional industry of settlement and promote the prosperity and development in the business district. Service content includes: new designer cultivation, business district and industry coaching, promoting business district settlement, industry and a new generation of designer cooperation, providing integrated clothing decoration creation services, etc.",https://www.trip.com/travel-guide/attraction/taipei/city-148489834?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104t224x8vl8mzyp6E36_C_180_240_Q70.webp?proc=source%2ftrip
Hengshan Calligraphy Art Center,橫山書法藝術館, 4.9/5,['Monday-Friday:'],['9:30-17:00'],N/A,N/A,1-2 hours,337台灣桃園市大園區大仁路100號,Free,,"Hengshan Calligraphy Art Museum - The first official-run book art theme museum in Taiwan, located next to Qingtang Park Ecological Park, adding a must-visit attraction to Qingpu area! Architect Pan Tianxuan will be the ""ink pool"", the art museum is the ""Xingtai"" as the image planning park, the main building is like the five-sided imprint, more strengthen natural lighting, combined with the waterfront landscape, under the blue sky and white clouds more distinctive. part 2",https://www.trip.com/travel-guide/attraction/taoyuan/hengshan-calligraphy-art-center-130368940?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01A2z2224p90lf6a8A5C2_C_180_240_Q70.webp?proc=source%2ftrip
Zhulin Mountain Buddhist Temple,竹林山觀音寺, 5/5,['Open daily'],['6:00-22:00'],N/A,N/A,N/A,"No. 325, Zhulin Rd, Linkou District, New Taipei City, Taiwan 244",Free,,"Bamboo Forest Mountain Guanyin Temple - short for Zhulinshan Temple, also known as Linkou Guanyin Ma Temple or Linkou Temple. It is a Guanyin Temple in Taiwan, which is the faith center of three areas of Linkou, Luzhu and Guishan. It is also a famous attraction. It was originally a Japanese-style building and was later converted into a traditional national-style temple. Rebuilt in 2000, it was more spectacular after completion. There is a table garden covering about 20,000 pings in front of the temple for visitors to rest. Because of the cherry blossoms in the garden, the cherry blossoms are often poured into the spring. part 2",https://www.trip.com/travel-guide/attraction/new-taipei-city/zhulin-mountain-buddhist-temple-58301298?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1mh6s2215gkrwsvsw13D4_C_180_240_Q70.webp?proc=source%2ftrip
Shalun Beach,沙崙海水浴場, 4.8/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"251 Guanhai Road, Danshui District, New Taipei City, Taiwan",Free,,The area of Hailun Beach is relatively large. The sea view here is very beautiful. The sea is clear and bottomless. The sand on the beach is also very comfortable and white. There are many seafood restaurants and bars around. The environment is good.,https://www.trip.com/travel-guide/attraction/new-taipei-city/shalun-beach-51625547?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106j120008eredysB165_C_180_240_Q70.webp?proc=source%2ftrip
Mr. Brown Café,伯朗咖啡館 頭城城堡咖啡一館, 4.6/5,"['Saturday-Sunday:', 'Monday-Friday:']","['8:00-18:00', '9:00-18:00']",N/A,N/A,1 hour,"No. 95, Shikong Road, Toucheng Township, Yilan County",Free,,"The castle-style cafe on the slopes of Yilan, with a distinctive architectural shape and a great view, overlooking the entire Lanyang Plain and the Guishan Island on the sea, the main business content of the museum includes a variety of coffee drinks, hand-baked pastries, cultural and creative goods, Western-style dining, etc. It is a restaurant suitable for family and children.",https://www.trip.com/travel-guide/attraction/yilan/mr-brown-caf-24059902?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100b0z000000nejdiF18F_C_180_240_Q70.webp?proc=source%2ftrip
Wufengqi Waterfall,五峰旗瀑布, 4.4/5,['N/A'],['N/A'],N/A,N/A,1-3 hours,"Jiaoxi Township, Yilan County, Taiwan 262",Free,,it is nice scenery to go here. love the view here and can relax here with beautiful scenery.,https://www.trip.com/travel-guide/attraction/yilan/wufengqi-waterfall-13484781?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106y12000au7zj7u8DA0_C_180_240_Q70.webp?proc=source%2ftrip
Mingshui Park,明水公園,N/A,['N/A'],['N/A'],N/A,N/A,N/A,"Alley 1, Lane 538, Beian Rd, Zhongshan District, Taipei City, Taiwan 10465",Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/mingshui-park-146320841?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738_C_180_240_Q70.webp?proc=source%2ftrip
蓬萊高爾夫練習場,N/A,N/A,['N/A'],['N/A'],N/A,N/A,N/A,"No. 100號, Jingye 3rd Rd, Zhongshan District, Taipei City, Taiwan 10491",Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/city-146794300?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C_C_180_240_Q70.webp?proc=source%2ftrip
Fengnian Park,豐年公園,N/A,['Open daily'],['Open all day'],N/A,N/A,N/A,"112, Taiwan, Taipei City, Beitou District, 豐年里中央北路一段",Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/fengnian-park-136863423?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153_C_180_240_Q70.webp?proc=source%2ftrip
Drunken Moon Lake,國立臺灣大學醉月湖, 5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"No. 1, Section 4, Roosevelt Rd, Da’an District, Taipei City, 10617",Free,,"Taiwan Dazuiyue Lake - Oldly known as Niuyuchi (Taiwanese word ""swamp"" means mud), is an artificial lake located at the back of the old gymnasium of Taiwan University, one of the 12 views of the school. Zuiyue Lake is divided into three pools, with roads connecting each other, and there is a wooden pavilion at the intersection, which was damaged by the typhoon. At present, the scenery of Zunyue Lake is that in addition to several weeping willows on the shore, there is still a lake-center pavilion built in the pool, and there is no bridge to pass.",https://www.trip.com/travel-guide/attraction/taipei/drunken-moon-lake-136963799?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1mh5p2234csp2y81sB3A7_C_180_240_Q70.webp?proc=source%2ftrip
Singhua Garden,杏花林, 4.4/5,['Open daily'],['Open all day'],N/A,N/A,1-3 hours,"No. 30, Lane 45, Laoquan Street, Wenshan District, Taipei City, Taiwan 116",Free,,"Apricot flower forest is watching the season, it is best to come in spring, that is, the apricot flower forest all over the mountains, very spectacular, of course, like we set a season to come over as a wild outing, it feels good.",https://www.trip.com/travel-guide/attraction/taipei/singhua-garden-92925?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1A0913000000uj91x3AF8_C_180_240_Q70.webp?proc=source%2ftrip
Children's Zoo,臺北市立動物園兒童動物區,N/A,['Open daily'],['9:00-17:00'],N/A,N/A,N/A,116台灣台北市文山區新光路二段30號,Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/children-s-zoo-120422035?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0100g12000chjtcaz76E5_C_180_240_Q70.webp?proc=source%2ftrip
Zhongshan Park,中山公園, 4.6/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Ren'ai Rd, Xinyi Dist, Taipei 110, Taiwan",Free,,"Zhongshan Park is an open garden covering more than 110,000 square meters. There are green lakes in the park, water lilies are planted in the lake, willow green on the lake and Xiangshan Bridge. Greenland is planted with eucalyptus, phoenix and rows of white scorpions; The change of grass and flowers every season will set off Zhongshan Park with a vibrant atmosphere, so that tourists can enjoy the pleasant experience of swimming.",https://www.trip.com/travel-guide/attraction/taipei/zhongshan-park-58357579?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102f12000bbe3pthBF9E_C_180_240_Q70.webp?proc=source%2ftrip
The Li's Old Mansion,蘆洲李宅古跡, 4.7/5,['Tuesday-Sunday:'],['09:00-17:00'],N/A,N/A,1-3 hours,"No.19 Lane 243, Zhongzheng Road,luzhou District, New Taipei, Taiwan",Free,,"Luzhou Lizhai is located in Luzhou District, Xinbei City, Taiwan, built in 1903 during the Japanese rule of Taiwan, the scale is three-in-one belt inside and outside the dragon, the whole house square rectangular, a total of seven halls and fifty-six rooms. In 1985, it was approved as a ""three-level monument Luzhou Lizhai"" in Dingguo, New Bei City, and became one of the first houses listed as monuments; most of the houses still remain in their original appearance, with minimal damage and very valuable. Li Zhai is slightly elliptical as a whole, with trees planted around the center, which has the characteristics of Taiwan's houses in the Qing Dynasty. There are cockroaches in front of Li Zhai, divided into two floors inside and outside, separated by a low wall and a gate building, and the lotus pond before the cockroaches. Li Zhai's main body three into the large three-housing with internal and external dragon protection, seven halls 56 rooms, 120 doors, vertical spindle five (the main body, the main body, the inner dragon protection between the atrium, the inner and outer dragon protection between the atrium), horizontal spindle three (the back porch of the foyer, the main body, the main body, the main body, the main body, the main body, the main body, the main body, the main body, the main body The front porch and door of the back hall correspond to the dragon guard channel). The inner and outer dragons are separate courtyards. Except for the bright rooms, corridors and vans, they pay ""half-floor"" for storing items on weekdays and for avoiding floods.",https://www.trip.com/travel-guide/attraction/new-taipei-city/the-li-s-old-mansion-13467108?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104c223433esvpwwC78A_C_180_240_Q70.webp?proc=source%2ftrip
Evergreen Maritime Museum,長榮海事博物館, 4.3/5,['Open daily'],['9:00-17:00'],N/A,N/A,3-5 hours,"100, Taiwan, Taipei City, Zhongzheng District, Zhongshan S Rd, 5th Floor, No. 11",Free,,"We organized our own group to participate in the aviation package itinerary, from the beginning of the contact to the end of the whole event, I feel that the service is very good! ! On the day of the event, children have the opportunity to board the cabin, experience the flight attendant delivery service, and the captain's clothing experience, and adults can also get knowledge about sailing ships, very fulfilling activities! !",https://www.trip.com/travel-guide/attraction/taipei/evergreen-maritime-museum-22846595?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g5/M01/2A/09/CggYsFcjDaOAB5c1AAE2UJnwjPo981_C_180_240_Q70.webp?proc=source%2ftrip
Sihmianfo,四面佛, 5/5,['N/A'],['N/A'],N/A,N/A,N/A,"No.168 Changchun Road Zhongshan District, Taipei, Taipei 104 Taiwan",Free,,"The Erawan Buddha moved... Located in 133 Lane, Songjiang Road, the luxurious new home is more spacious... The original flower shop is still there... But there are also many other flower shops nearby to choose from...",https://www.trip.com/travel-guide/attraction/taipei/sihmianfo-39036819?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww0l12000948h4wo4F39_C_180_240_Q70.webp?proc=source%2ftrip
Songjiang Park,松江公園, 4.3/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Zhongshan District, Taipei City",Free,,"Taipei Songjiang Park is a very worth visiting attraction. Most people who come to the destination will choose the attraction. The park is in the center of Taipei, and the traffic is very convenient nearby. It is also a ten-minute drive from Taipei Pedestrian Street.",https://www.trip.com/travel-guide/attraction/taipei/songjiang-park-51504161?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104m12000cv861oh5196_C_180_240_Q70.webp?proc=source%2ftrip
Dafo Temple,大佛寺, 5/5,"['Monday-Tuesday,Thursday-Sunday:', 'Wednesday:']","['6:30-17:00', '6:30-15:00']",N/A,N/A,1-2 hours,220新北市板橋區文化路二段75號,Free,,"The Big Buddha Temple is an important religious center in Banqiao. There is a disappearing manufacturing center next to it. The disappearing manufacturing center is a building that reflects the ancient and modern times. It uses modern craft glass curtains to combine Chinese elements such as columns, moths, panes, corridors, etc., with traditional festivals as the theme to combine cafes, Pastry shops, printing, blue dyeing and other handmade industries start a cultural fantasy journey. In addition to a variety of hand-made experience courses, the content of performances, exhibitions, cultural and creative goods is added. In different regions, you can experience the gradually disappearing traditional celebrations, accompanied by traditional skills and folk fun. Let cultural heritage be seen and continued in this architectural field through hand-made participation.",https://www.trip.com/travel-guide/attraction/new-taipei-city/dafo-temple-124909703?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M03/FC/25/CghzflW7IAuAQo9CAAA7OIqXlVA798_C_180_240_Q70.webp?proc=source%2ftrip
TCS Church,中山基督長老教會, 4.3/5,['N/A'],['N/A'],N/A,N/A,1-2 hours,"No.62 Linsen North Road, Taipei, Taiwan",Free,,"Walking on the colorful ""tiaotong""...a historical church stands quietly at the cross street...ancient times...take the ""tricycle"" to church...progressive now...the busy traffic...still can't hide the traces of years",https://www.trip.com/travel-guide/attraction/taipei/tcs-church-129781793?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100r0y000000lqg1yEC5B_C_180_240_Q70.webp?proc=source%2ftrip
Dazhong Gate,中正紀念堂大忠門, 5/5,['Open daily'],['9:00-18:00'],N/A,N/A,N/A,100台灣台北市中正區信義路一段13之1號,Free,,The solemn and elegant theater at dusk is full of classical beauty.,https://www.trip.com/travel-guide/attraction/taipei/dazhong-gate-90916524?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103k12000dtzltne2ACC_C_180_240_Q70.webp?proc=source%2ftrip
Taiwan Governor and Government Department of Transportation Railway,總督府交通局鐵道部, 5/5,['Tuesday-Sunday:'],['9:30-17:00 (Tickets available until:16:30)'],Monday:,Closed all day,N/A,"No. 1, Section 1, Yanping North Road, Datong District, Datong, Taipei 103 Taiwan",Free,,"The railway department building is constructed of ""half wood"", which means that the first floor of the building is made of old red bricks, and the second floor is made of wood. It is similar to the historical style of the Anne Revival in the UK. The monuments in the railway department park include railway department halls, octagonal buildings, power supply rooms, canteens, works rooms, Six buildings, including the wartime command center, and the east side wall and stone road of the city's historic monument ""Qing Dynasty Machine Bureau"", concentrate the historical memory of the Qing Dynasty, Japanese and Kuomintang. In the blue atmosphere of the evening, this red brick building is becoming more elegant.",https://www.trip.com/travel-guide/attraction/taipei/taiwan-governor-and-government-department-of-transportation-railway-39942115?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww3w1200094e7wadC4FA_C_180_240_Q70.webp?proc=source%2ftrip
tai bei mei gui yuan,台北玫瑰園, 4.9/5,['Open daily'],['Open all day'],N/A,N/A,2-3 hours,台北市新生北路三段105號（新生公園內）,Free,,"Taipei Rose Garden Spring Rose Season (extension to 3/31 Day), the garden displays a large number of varieties of different types, really a rose feast 🌹. part 3",https://www.trip.com/travel-guide/attraction/taipei/city-115334106?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106g120008c1yw5lCF08_C_180_240_Q70.webp?proc=source%2ftrip
hua bo hui yuan shan yuan qu,花博會圓山園區, 5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,10491台灣省台北市中山區玉門街1號,Free,,"The North Dam Line (Yuanshan Station) Dormitory (Yuanshan Temple) - This building is one of the few remaining buildings of the Freshwater Line Railway. It was built in about 1900. It was the former dormitory of the Freshwater Line Railway Station and Yuanshan Station. It was also the city's access to Yuanshan Park. The important node of the zoo and the Huguo Temple is also the node of the west-facing security palace and the Confucian Temple. It has important history, venue significance and value.",https://www.trip.com/travel-guide/attraction/taipei/city-120422031?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0101e12000doz2rdq427E_C_180_240_Q70.webp?proc=source%2ftrip
823 Artillery Battle Memorial Park,八二三砲戰紀念公園,N/A,['Open daily'],['Open all day'],N/A,N/A,N/A,"Beian Rd, Zhongshan District, Taipei City, Taiwan 10491",Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/823-artillery-battle-memorial-park-124907565?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0100d12000bjelp63F4DF_C_180_240_Q70.webp?proc=source%2ftrip
