basicName,subTitleName,rating,openDate,openTime,address,price,label,review,url,img,monOpen,monClose,tuesOpen,tuesClose,wedOpen,wedClose,thursOpen,thursClose,friOpen,friClose,satOpen,satClose,sunOpen,sunClose,recommend,monTime,tuesTime,wedTime,thursTime,friTime,satTime,sunTime,latitude,longitude
Shifen Old Street,十分老街,4.6,['Open daily'],['Open all day'],"Pingxi District, New Taipei City, Taiwan 226",0.0,活動,we booked a one day trip covering 3 places in a day. this is the last destination during our trip. nice place to visit for short period. bought a nice keychain here. the are few eateries selling local snacks.,https://www.trip.com/travel-guide/attraction/new-taipei-city/shifen-old-street-18119246?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100m0r000000hm7ygCAB0_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,1.5,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0345984,121.7537404
Zhuzihu,竹子湖,4.6,['Open daily'],['Open all day'],"Beitou District, Taipei City, Taiwan 112",0.0,觀光,"The whole tree is yellow and the golden maple is yellow, the leaves are beginning to turn red, the mango flowers are blooming along the side of the creek, and the bamboo lake after the winter is set up. Under the warm winter sun, it is already a bleak atmosphere in late autumn. part 2",https://www.trip.com/travel-guide/attraction/taipei/zhuzihu-96065?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100b1f000001gsm6lC5C0_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.1504599,121.5190375
Xpark Aquarium,Xpark 水族館,4.7,"['Saturday', 'Monday-Friday,Sunday']","['10:00-20:00 (Latest entry time:19:00)', '10:00-18:00 (Latest entry time:17:00)']",320桃園市中壢區春德路105號,549.3,活動,"As a foreigner, I enjoyed spending time here. The place looks so pretty, and the fish here are awesome, especially the jellyfish.",https://www.trip.com/travel-guide/attraction/taoyuan/xpark-aquarium-133903160?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10021f000001gxbp06CDB_C_180_240_Q70.webp?proc=source%2ftrip,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1200.0,600.0,1080.0,2.5,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-20:00,10:00-18:00,25.0172086,121.2142617
Formosa Express,環島之星-迪士尼列車,4.6,,,"No. 3, Beiping West Road, Zhongzheng District, Taipei City (EZTravel Taipei Station Store - Taipei Train Station Hall, near the North Third Gate and the West First Gate)",631.8,活動,"I like it very much. The facilities in the car are good, the windows are big enough, the scenery along the way is very interesting, the air-conditioning is cool, the front and back rows can sit together, the conversation is convenient, the travel is convenient, the fruit, the drink, very easy to play, suitable for middle-aged people and the elderly to travel, it is worth recommending!",https://www.trip.com/travel-guide/attraction/taipei/formosa-express-10559351?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102m12000dq97icnCC3B_C_180_240_Q70.webp?proc=source%2ftrip,597.5781246807543,1233.4324178274717,597.5809479726719,1233.409628421848,597.5809549893575,1233.409627996116,597.5809620438793,1233.4096275704735,597.5809691221945,1233.1871818862585,594.7111642865036,1238.039849421465,594.971290397912,1228.4467329081738,2.5,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:00,25.0480075,121.5170613
Shin Kong Life Tower,新光人壽保險摩天大樓,4.1,,,"66 Chunghsiao West Road | Zhongzheng, Taipei, Taiwan",0.0,觀光,"The insurance building is of course nothing to visit, but we are coming to Xinguang Department Store to buy things, Taiwan Xinguang Department Store we still like, the service is the same as the Japanese department store, the brand is more, the price is much cheaper than the same model in the mainland.",https://www.trip.com/travel-guide/attraction/taipei/shin-kong-life-tower-22846586?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102x12000eb2ei3pE371_C_180_240_Q70.webp?proc=source%2ftrip,597.5765019029931,1233.441052725563,597.5804140951815,1233.409644240154,597.5804071209424,1233.4096444532322,597.5804000977398,1233.4096446658846,597.5803930416577,1232.8077557939866,594.6475290660128,1235.9102150117865,595.1739839657956,1225.6625970240743,1.5,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:00,25.0416955,121.5358
Dalongdong Bao An Temple,大龍峒保安宮,4.6,['Open daily'],['06:30-21:00'],"No.61 Hami Street, Datong, Taipei 103 Taiwan",0.0,觀光,"Congratulations to the Great Pawson for Christmas. The Great Pawson came to the Dalongxu Security Palace for Christmas to visit, pray for good health and peace, and enjoy the beautifully shaped lanterns in the palace.",https://www.trip.com/travel-guide/attraction/taipei/dalongdong-bao-an-temple-85927?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6412000945ue63A46A_C_180_240_Q70.webp?proc=source%2ftrip,390.0,1260.0,390.0,1260.0,390.0,1260.0,390.0,1260.0,390.0,1260.0,390.0,1260.0,390.0,1260.0,2.0,06:30-21:00,06:30-21:00,06:30-21:00,06:30-21:00,06:30-21:00,06:30-21:00,06:30-21:00,25.0735916,121.5154999
The Lin Yutang House,林語堂故居,4.5,['Tuesday-Sunday'],['9:00-17:00'],"No.141 Section 2, Yangde Ave, Taipei 111, Taiwan",0.0,觀光,"Former residence of Lin Yutang - A generation of Chinese masters living in Yangming Mountain in their later years, designed the building where they lived in retirement, adopted the concept of Chinese and Western mergers, with Chinese blue glazed house tiles, Western-style columns with twisted rope lines, and designed the second-level external landscape Yang using the gap of natural terrain Taiwan, both ventilation and lighting, the current house displays the memory of the former owner, which makes people feel ancient and serene.",https://www.trip.com/travel-guide/attraction/taipei/the-lin-yutang-house-85928?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103412000e906u8x1226_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,1.5,0,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,25.1094806,121.5471975
National Museum of History,台灣歷史博物館,4.7,['Tuesday-Saturday'],['10:00-18:00'],"No.49 Nanhai Road, Zhongzheng District, Taipei 100 Taiwan",0.0,觀光,"Taiwan History Museum, referred to as the Museum of History, was originally called the Museum of Historical Cultural Relics, the first public museum established after the government of the Republic of China moved to Taiwan, and some of the cultural relics came from the original Henan Museum (now Henan Museum). The original site is the Taiwan Governor's Mansion's property exhibition hall, built in the Japanese period in 1916. After the Shibo Hall moved in, the overall building was gradually converted from the original wooden building to a Chinese palace. After many years of closure, the museum was re-opened for public visits in 2024. part 2",https://www.trip.com/travel-guide/attraction/taipei/national-museum-of-history-80597?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100k080000003iti4FD6F_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,600.0,1080.0,0.0,0.0,2.0,0,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,0,25.031454,121.511227
Heping Island Park,和平島地質公園,4.7,['Open daily'],['08:00-19:00'],"No. 360號, Pingyi Rd, Zhongzheng District, Keelung City, Taiwan 202",98.7,活動,A good place to visit to learn and understand about natural rocks formation. The rocks here are formed naturally by sea water and wind. All rocks will look different overtime and it is up to your imagination on what the rock looks like. There are schedule guided tour here. Have to book a slot at the tourist centre.,https://www.trip.com/travel-guide/attraction/keelung/heping-island-park-87607?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10070z000000myos50167_C_180_240_Q70.webp?proc=source%2ftrip,480.0,1140.0,480.0,1140.0,480.0,1140.0,480.0,1140.0,480.0,1140.0,480.0,1140.0,480.0,1140.0,1.5,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,25.1607999,121.7639244
Dajia Riverside Park,大佳河濱公園,4.5,['Open daily'],['Open all day'],"Zhongshan Dist., Taipei, Taiwan",0.0,活動,"The Dajia Riverside Park section of Keelung River is currently arranged with sunflowers and Persian chrysanthemums for the annual flower sea landscape, and the Dazhiqiao and Yuanshan Hotel in the distance have become the most beautiful background when enjoying flowers and taking pictures.",https://www.trip.com/travel-guide/attraction/taipei/dajia-riverside-park-22846580?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100g0h00000094fll6E8C_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.5,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0792018,121.5427093
Pier 5,大稻埕碼頭貨櫃市集,5.0,"['Saturday-Sunday', 'Monday-Friday']","['12:00-22:00', '16:00-22:00']","Bottom of Minsheng West Road, Datong District, Taipei City (Dadaoyu Pier-Inside Water Gate No. 5)",0.0,活動,"Ren'an Hospital - It was built in Showa 2 years (1927), a hospital opened for locals, and the doctors and grandparents were doctors for three generations. It was widely known as the medical service in Dadaocheng area, and made Ren'an Hospital one of the most important hospitals in Dadaocheng. The facade of the building is baroque carved, and the whole is very stable. The daughter wall above is decorated in a lot of detail. The bottom is to wash stones and some magnet tiles. The building is a shop house building on the second floor, a corner seven-open street house, a corner facade window for three small rooms, and the other windows for two small rooms.",https://www.trip.com/travel-guide/attraction/taipei/pier-5-78410027?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10060l000000csz4l8CDE_C_180_240_Q70.webp?proc=source%2ftrip,960.0,1320.0,960.0,1320.0,960.0,1320.0,960.0,1320.0,960.0,1320.0,720.0,1320.0,720.0,1320.0,2.5,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,12:00-22:00,12:00-22:00,25.0570388,121.5158055
Tamsui Fisherman's Wharf,漁人碼頭,4.7,['Open daily'],['Open all day'],"Tamsui Fisherman's Wharf, Taiwan",0.0,活動,"Freshwater Fisherman's Wharf - New Beishifu has been developed into a multi-functional leisure fishing port with beautiful floating piers and a wide port area park, and a boat-shaped bridge across the port area for pedestrians to view. There are also more than 330 metres of wooden plank road on the pier, leaning against the fence to enjoy the view of the Vale Estuary, is a leisurely enjoyment, and the Fisherman's Wharf in the evening is one of the best places to enjoy the sunset.",https://www.trip.com/travel-guide/attraction/new-taipei-city/tamsui-fisherman-s-wharf-10758653?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100t0n000000eaz1q716B_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.5,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.1832541229207,121.409544649018
Zhongxiao Road,忠孝東路,4.9,,,"Zhongxiao East Road, Daan District, Taipei City",0.0,活動,It's a shopping paradise. All the of the road can find a lot of shops and restaurants. Good place for shopping.,https://www.trip.com/travel-guide/attraction/taipei/zhongxiao-road-100278?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100s1f000001gx701EFF3_C_180_240_Q70.webp?proc=source%2ftrip,597.5718788015562,1233.4824933865789,597.5809628528876,1233.4096227143978,597.5809687017747,1233.409622030974,597.5809746086011,1233.409621347759,597.5809805544627,1233.18769604235,594.6993392209208,1238.056292256268,594.9349798329662,1228.506930615118,2.5,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:00,25.0417673,121.5381808
Huashan Yiwen Art Gallery,華山藝文特區,4.8,,,"Zhongzheng District, Taipei City, Taiwan 100",0.0,活動,"Huashan Creative Culture Park, also known as ""Huashan Art and Culture Special Zone Huashan Cultural Park, formerly known as ""Taipei Winery"", is a monument in Taipei City, Taiwan. It was founded in 1914 in the Japanese period. It was originally a wine factory of Fangjiu Co., Ltd., autocratic sake, butterfly orchid, ginseng wine.",https://www.trip.com/travel-guide/attraction/taipei/huashan-yiwen-art-gallery-24650428?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1lo3712000e9265ym5A78_C_180_240_Q70.webp?proc=source%2ftrip,597.5853315344115,1233.3731633084703,597.5807459511805,1233.409642468759,597.5807510113847,1233.409642631593,597.5807561228003,1233.4096427948032,597.5807612681645,1233.2014334104997,594.6953073562671,1238.109362259276,594.9456044966709,1228.4915686013414,2.5,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:00,25.0421407,121.5198716
Window on World Theme Park,小人國主題樂園,4.5,['Open daily'],['09:00-16:30'],"No. 891, Gaoyuan Rd, Longtan District, Taoyuan City, Taiwan 325",1220.1,活動,"The various models are still Weimiao Weixiao, which is more suitable for children to come and see. Of course, there are actually more opportunities to go abroad now, so it is not very unusual to see this kind of thing, for adults.",https://www.trip.com/travel-guide/attraction/taoyuan/window-on-world-theme-park-88422?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100o1f000001gp51dCF0C_C_180_240_Q70.webp?proc=source%2ftrip,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,10.0,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,24.8295663,121.1928813
2-28 Memorial Museum,二二八紀念和平公園,4.4,['Open daily'],['Open all day'],"No. 3, Ketagalan Blvd, Zhongzheng District, Taipei City, Taiwan 100",0.0,活動,"Not far from the Governor General Building, it is with the Taipei Museum. Because it is possible to take a quiet walk, you can take a leisurely look around for a while.",https://www.trip.com/travel-guide/attraction/taipei/2-28-memorial-museum-85890?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1mh2m2215g6hqun74DDBF_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0403812,121.5155445
Qixing Mountain,七星山步道,4.7,['Open daily'],['Open all day'],"Shichisei Mountain, Beitou District, Taipei City, Taiwan 112",0.0,活動,"It's terrible, it's very hard to climb, it may be too long without exercise and the physical strength has deteriorated! The scenery is beautiful when I climb up hard, but I am really tired! I didn't expect that the top of the mountain is as crowded as the vegetable market, and I suddenly feel that I am too weak! ??",https://www.trip.com/travel-guide/attraction/taipei/qixing-mountain-13425750?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1lo4x12000cf2go110A05_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,1.5,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.1708333,121.5533333
Hsin Tung Yang (Wuchang Branch),武昌街,4.6,,,"Wuchang Street, Ximending Shopping District, Taipei",0.0,活動,Wuchang Street is a place dominated by old houses. It feels like time and space. The shops on both sides are also traditional. I like this street very much. The local taste is strong.,https://www.trip.com/travel-guide/attraction/taipei/hsin-tung-yang-18700398?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M08/2E/37/Cghzf1W2KnmAZl-MADoinL5fsZo596_C_180_240_Q70.webp?proc=source%2ftrip,597.5729731347255,1233.4708860668206,597.5806215704096,1233.4096367723407,597.5806193409592,1233.4096366827994,597.580617087533,1233.4096365931705,597.5806148172636,1233.0503820739807,594.7013268926794,1237.2733426751786,594.9973667384102,1227.4712534310927,1.5,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:00,25.0450837,121.5053899
Houtong Cat Village,,4.5,['Open daily'],['Open all day'],"Houtong Cat Village, Ruifang District, New Taipei City, Taiwan 224",0.0,活動,"Cat village with only cats sleeping, a lot of people, recommend to go on weekdays because there will not be many people.",https://www.trip.com/travel-guide/attraction/new-taipei-city/houtong-cat-village-10523113?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100w0r000000gvz9d3794_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0869527,121.8274974
Yangming Shuwu,陽明書屋,4.5,['Open daily'],['9:00-16:30'],"112, Taiwan, Taipei City, Beitou District",0.0,觀光,"Yangming Bookstore is a villa made by Jiang's couple. Located in a very beautiful place in Yangming Mountain, it is actually not possible to take pictures, so I took pictures around it. It is worth visiting a little attraction.",https://www.trip.com/travel-guide/attraction/taipei/yangming-shuwu-92923?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10030q000000goi4a969F_C_180_240_Q70.webp?proc=source%2ftrip,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,2.0,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,25.1504599,121.5190375
Xiaoyoukeng Visitor Center,小油坑遊客服務站,4.4,['Open daily'],['9:00-16:30'],"No. 69號, Yangming Creek Walkway, Beitou District, Taipei City, Taiwan 112",0.0,活動,"The small oil pit is located on the western slope of Qixing Mountain, also known as the sulfur valley, which represents the landscape of Qixing Mountain. Under the action of a vigorous post-volcano, the underground heat source is still very vigorous, and the sulfur jet is spewed from a thinner part of the earth's crust and creaking. Come here to enjoy a string of crystalline, needle-like, yellow color, beautiful sulfur crystallization, and listen to the burst of the jet mouth, experience the situation of volcanic activity.",https://www.trip.com/travel-guide/attraction/taipei/xiaoyoukeng-visitor-center-88568?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1A0g13000000vbz5qAF1D_C_180_240_Q70.webp?proc=source%2ftrip,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,2.5,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,25.1766884,121.5467969
Leofoo Village Theme Park,六福村主題樂園,4.6,"['Monday-Friday', 'Saturday-Sunday']","['9:30-17:00', '9:00-17:00']","306, Taiwan, Hsinchu County, Guanxi Township, 60號",1066.5,活動,"There are animals to see, and young children have some facilities to play. It is gone for a day. When they go, they also encounter a Halloween parade. It is very good, but the children are a little afraid of dressing up as realistic staff.",https://www.trip.com/travel-guide/attraction/hsinchu-county/leofoo-village-theme-park-87697?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/tg/571/530/961/b6889b2bec1f4d528fdbda4492c0ee1a_C_180_240_Q70.webp?proc=source%2ftrip,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,540.0,1020.0,540.0,1020.0,10.0,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:00-17:00,09:00-17:00,24.8044851,121.1481284
Taibeishi Dianying Theme Park,台北市電影主題公園,4.3,['Open daily'],['10:00-22:00'],"No. 19, Kangding Rd, Wanhua District, Taipei City, Taiwan 108",0.0,活動,"The theme park most attracted us is not the theme of the movie, but there are beautiful graffiti everywhere, of course, many graffiti is also based on the movie picture, quite artistic a place",https://www.trip.com/travel-guide/attraction/taipei/taibeishi-dianying-theme-park-24653022?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100f0d0000006ujb701C1_C_180_240_Q70.webp?proc=source%2ftrip,600.0,1320.0,600.0,1320.0,600.0,1320.0,600.0,1320.0,600.0,1320.0,600.0,1320.0,600.0,1320.0,10.0,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,25.0453226,121.5032535
National Palace Museum Children's Gallery,國立故宮博物院兒童學藝中心,5.0,['Tuesday-Sunday'],['9:00-17:00'],"No. 221, Section 2, Zhishan Road, Shilin District, Taipei",0.0,觀光,National Museum of Taiwan with various art for tourists to see,https://www.trip.com/travel-guide/attraction/taipei/national-palace-museum-children-s-gallery-56809257?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100w1f000001gwcvcCF1C_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,1.5,0,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,25.1001805,121.5488112
Customs Museum,海關博物館,4.5,['Monday-Friday'],['9:00-17:00'],"No. 13, Tacheng St., Datong Dist, Taipei",0.0,觀光,"Customs Museum is a custom museum, where you can learn about some local folk culture, you can visit if you are interested in humanities, the place is not big, half an hour-45 minutes can be visited.",https://www.trip.com/travel-guide/attraction/taipei/customs-museum-22846547?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105c120005w8b35yC03B_C_180_240_Q70.webp?proc=source%2ftrip,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,0.0,0.0,0.0,0.0,2.0,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,0,0,25.0513582,121.5108156
Maokong Sightseeing Tea Garden,貓空觀光茶園,4.5,['Open daily'],['Open all day'],"Wenshan District, Taipei City, Taiwan 116",0.0,活動,"Mao Kong is a famous attraction in Taipei. The content is quite rich. You can take the cable car, watch the night view, walk on the top of the mountain, taste food and so on. Sitting on the cable car, you can see the green on the mountain. On the top of the mountain, several walking walks were repaired. I walked a short walk and there was a large tea garden on the side of the road. Near the cable car station, there are also some restaurants and snacks featuring tea, which are worth a try.",https://www.trip.com/travel-guide/attraction/taipei/maokong-sightseeing-tea-garden-24651612?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1A0i1e000001evdvq8A50_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.5,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,24.9904198,121.5711222
Shifen Waterfall,十分瀑布,4.5,['Open daily'],['9:00-16:30'],"226, Taiwan, New Taipei City, Pingxi District, No. 10 Gankeng",0.0,活動,Spectacular! Must not miss this nature treasure!! A small 10min walk from the tourist centre with food and souvenir vendors and two suspension bridges to brighten it up!,https://www.trip.com/travel-guide/attraction/new-taipei-city/shifen-waterfall-20905999?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100c0l000000cvq455975_C_180_240_Q70.webp?proc=source%2ftrip,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,1.5,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,25.0248314,121.7408654
East Gate,東門,4.6,['Open daily'],['Open all day'],"No.2, Sec.1, Yanping N. Rd., Datong Dist. (opposite Presidential Office Building), Taipei, Taiwan",0.0,觀光,"New tourist spot near Dongmen Yongkang Street: Jinjin Time? The original site is the Taipei Criminal Office and Taipei Prison during the Japanese rule period. It is now converted into a leisure and cultural park. The walking line is comfortable. It is entered from the intersection of Jinshan South Road. The storefront and walking area can be scattered into the store under many people. The parking of steam locomotives on the roadside of Jinhua Street does not affect the safety of pedestrians. Bringing the elderly and children can rest assured that coffee and bakeries are mostly Taiwanese brands. There are also reservation-made kimonos, food and izakayas, and there are plenty of choices. There is a park next to the square, you can eat or picnic and eat a variety of food: [Haoqiu] Cafe + Beiguo ? Park picnic preferred [Old Elegance] Reservation of coffee, exclusive wooden window seat [Bureau House] Reservation of Japanese izakaya + Fried dumplings ?? Park highlights: ?? Gender-friendly toilets ?? barrier-free ramps, barrier-free toilets, elevators ?? Parent-child parks, breastfeeding room service centers have a brief introduction to the post-war history. In addition to the original site introduction such as the prison building profile, they have also joined the interview opinions of local residents. The exhibition space is bright, the design is friendly and read, and the evolution of the ancient pavilion and koi brought to the postwar village from the shallow text and maps can be absorbed by all ages. It is a pity that the dynamic line of the exhibition may be less smooth when there are many people. The sum is above a leisure space suitable for taking the whole family out, with its perfect plan ??",https://www.trip.com/travel-guide/attraction/taipei/east-gate-24653023?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100p0m000000doudr8559_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,1.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0486951,121.5112833
Xixinan Village,西西南村,5.0,"['Monday-Thursday,Sunday', 'Friday-Saturday']","['11:00-20:00', '11:00-21:00']","No. 54 Songqin Street No. 54 Songqin Street Xinyi District, Taipei 110 Taiwan",0.0,活動,The harmony between the small old building on the other side of the Taipei 101 building in Xixinan Village and the latest building is surprisingly suitable.,https://www.trip.com/travel-guide/attraction/taipei/xixinan-village-39039850?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105112000brbgi326FCA_C_180_240_Q70.webp?proc=source%2ftrip,660.0,1200.0,660.0,1200.0,660.0,1200.0,660.0,1200.0,660.0,1260.0,660.0,1260.0,660.0,1200.0,1.5,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-21:00,11:00-21:00,11:00-20:00,25.0320075,121.5646336
Zhishan Garden,至善園,4.6,['Tuesday-Sunday'],['8:00-17:00'],"Chih-shan Road, Sec. 2; Shih-lin District, Taipei, Taiwan",0.0,活動,"This year's climate has changed greatly due to temperature differences, and the scenery of red leaves ?? and white plums coexist in the Yuanshan Garden at the same time, making the overall garden experience more colorful. part 2",https://www.trip.com/travel-guide/attraction/taipei/zhishan-garden-94700?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100m12000000s8f6lEBC1_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,1.5,0,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,25.0950492,121.5246077
Taipei Children's Recreation Center,台北市立兒童育樂中心,4.6,,,"Datong District, Taipei City, Taiwan 103",0.0,活動,"(Business hours are inaccurate) It is equivalent to an amusement park, of course, it cannot be compared with Disney, but it is definitely much more fun than the general city park, and the charges are relatively low, even if we adults have a great time.",https://www.trip.com/travel-guide/attraction/taipei/taipei-children-s-recreation-center-13425754?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100l15000000y9t5t18EB_C_180_240_Q70.webp?proc=source%2ftrip,562.1529583092373,1244.7290770896047,562.8786056427008,1244.7308829201686,562.8791517895514,1244.7264417583065,562.8788688651629,1244.7301044624212,562.8791535096493,1244.939253103881,561.104524937009,1243.2158201453742,561.1044897771352,1238.8088909043263,1.0,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,25.0646679,121.5135884
